@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.704,0.427,p
0.653,0.068,p
0.452,0.802,n
0.977,0.978,n
0.015,0.643,n
0.058,0.222,n
0.760,0.724,n
0.829,0.303,p
0.259,0.537,n
0.996,0.166,p
0.743,0.796,n
0.642,0.122,p
0.077,0.827,n
0.699,0.384,p
0.509,0.884,n
0.560,0.888,n
0.553,0.236,p
0.706,0.573,p
0.106,0.307,n
0.439,0.294,p
0.577,0.114,p
0.041,0.618,n
0.953,0.305,p
0.676,0.351,p
0.358,0.833,n
0.187,0.323,n
0.649,0.789,n
0.506,0.537,n
0.691,0.008,p
0.340,0.932,n
0.125,0.909,n
0.631,0.212,p
0.392,0.141,p
0.731,0.735,p
0.772,0.522,p
0.140,0.000,p
0.336,0.827,n
0.462,0.363,n
0.619,0.697,n
0.584,0.328,p
0.517,0.404,p
0.478,0.224,p
0.219,0.583,n
0.479,0.697,n
0.711,0.139,p
0.853,0.520,n
0.852,0.478,p
0.895,0.437,p
0.566,0.438,p
0.303,0.129,p
0.298,0.027,p
0.380,0.352,p
0.188,0.314,n
0.247,0.952,n
0.022,0.506,p
0.509,0.929,n
0.017,0.385,n
0.089,0.450,n
0.419,0.717,p
0.871,0.475,p
0.546,0.184,n
0.996,0.986,n
0.559,0.532,n
0.933,0.843,n
0.148,0.868,n
0.189,0.279,n
0.228,0.249,n
0.238,0.852,n
0.258,0.744,n
0.263,0.897,n
0.901,0.006,n
0.313,0.905,n
0.259,0.316,p
0.355,0.527,n
0.700,0.377,p
0.832,0.610,p
0.392,0.664,n
0.091,0.522,n
0.780,0.204,p
0.746,0.808,n
0.476,0.913,n
0.784,0.035,p
0.902,0.418,p
0.531,0.625,n
0.931,0.302,p
0.241,0.252,n
0.895,0.279,p
0.587,0.675,n
0.963,0.512,p
0.733,0.141,p
0.317,0.287,p
0.532,0.239,p
0.964,0.886,n
0.745,0.634,p
0.500,0.368,p
0.565,0.916,n
0.805,0.094,p
0.052,0.892,n
0.095,0.403,n
0.408,0.491,n
0.338,0.289,n
0.328,0.501,n
0.204,0.797,n
0.424,0.597,n
0.664,0.765,n
0.208,0.792,p
0.013,0.410,n
0.035,0.276,n
0.489,0.408,p
0.518,0.607,n
0.289,0.602,n
0.273,0.749,n
0.836,0.904,n
0.514,0.404,p
0.876,0.105,p
0.988,0.636,p
0.162,0.263,n
0.257,0.420,n
0.471,0.017,p
0.553,0.175,p
0.978,0.500,p
0.489,0.349,p
0.074,0.760,n
0.987,0.234,p
0.652,0.377,p
0.063,0.338,n
0.055,0.626,n
0.789,0.171,p
0.234,0.250,n
0.245,0.874,n
0.308,0.556,n
0.186,0.814,p
0.938,0.266,p
0.788,0.305,n
0.885,0.194,n
0.573,0.356,p
0.943,0.388,p
0.840,0.780,n
0.414,0.025,p
0.824,0.788,p
0.583,0.763,n
0.071,0.076,n
0.504,0.366,p
0.722,0.249,p
0.927,0.528,n
0.301,0.626,n
0.409,0.583,n
0.581,0.487,p
0.221,0.817,n
0.463,0.026,p
0.787,0.445,p
0.821,0.056,p
0.699,0.087,n
0.526,0.765,n
0.549,0.979,n
0.325,0.808,n
0.461,0.400,p
0.943,0.992,n
0.451,0.297,p
0.147,0.892,n
0.192,0.314,n
0.020,0.631,n
0.008,0.112,n
0.918,0.470,p
0.739,0.588,p
0.393,0.028,p
0.053,0.973,n
0.701,0.843,n
0.143,0.141,p
0.251,0.259,n
0.072,0.465,p
0.481,0.718,n
0.603,0.496,p
0.806,0.731,p
0.381,0.192,n
0.868,0.029,p
0.796,0.591,p
0.258,0.505,n
0.525,0.190,p
0.913,0.865,n
0.239,0.766,n
0.422,0.236,p
0.197,0.927,n
0.515,0.066,p
0.851,0.867,p
0.800,0.312,p
0.892,0.872,n
0.288,0.149,p
0.066,0.086,n
0.779,0.368,p
0.797,0.636,p
0.471,0.846,n
0.227,0.957,n
0.558,0.878,n
0.703,0.814,n
0.980,0.318,n
0.585,0.006,p
0.020,0.690,p
0.813,0.677,p
0.602,0.192,p
0.452,0.902,n
0.468,0.553,n
0.765,0.778,n
0.241,0.438,n
0.402,0.104,p
0.030,0.238,n
0.830,0.051,n
0.377,0.454,n
0.419,0.944,n
0.841,0.071,p
0.285,0.745,n
0.669,0.122,p
0.182,0.594,n
0.025,0.384,n
0.845,0.508,p
0.958,0.782,p
0.583,0.280,n
0.424,0.761,p
0.611,0.598,n
0.725,0.328,p
0.812,0.054,p
0.462,0.162,p
0.117,0.812,p
0.860,0.740,p
0.171,0.471,n
0.225,0.466,n
0.722,0.223,p
0.462,0.258,p
0.319,0.597,n
0.896,0.029,p
0.961,0.851,n
0.536,0.002,p
0.187,0.967,n
0.252,0.899,p
0.204,0.469,n
0.081,0.433,n
0.442,0.337,p
0.143,0.384,n
0.081,0.021,p
0.111,0.481,p
0.872,0.491,p
0.177,0.639,n
0.906,0.487,p
0.369,0.724,n
0.065,0.464,n
0.200,0.903,n
0.397,0.070,p
0.304,0.947,n
0.619,0.267,p
0.637,0.303,p
0.338,0.183,p
0.109,0.219,p
0.844,0.787,n
0.679,0.511,p
0.442,0.564,n
0.413,0.620,n
0.286,0.234,p
0.463,0.629,n
0.043,0.740,n
0.997,0.455,p
0.745,0.221,p
0.026,0.338,n
0.413,0.206,p
0.606,0.094,p
0.380,0.710,n
0.678,0.618,p
0.469,0.409,p
0.490,0.388,p
0.019,0.398,n
0.340,0.864,n
0.726,0.645,p
0.741,0.304,p
0.473,0.262,p
0.806,0.105,p
0.895,0.265,p
0.349,0.278,p
0.680,0.794,p
0.544,0.424,p
0.966,0.232,p
0.374,0.799,n
0.049,0.080,n
0.166,0.096,p
0.914,0.640,n
0.035,0.551,n
0.040,0.982,n
0.577,0.809,n
0.613,0.319,p
0.593,0.301,p
0.097,0.415,n
0.944,0.312,p
0.964,0.351,n
0.920,0.661,p
0.659,0.451,p
0.527,0.535,n
0.110,0.768,n
0.350,0.552,n
0.807,0.931,n
0.539,0.262,p
0.763,0.189,p
0.765,0.282,p
0.578,0.362,p
0.879,0.535,p
0.940,0.742,p
0.272,0.390,n
0.758,0.967,n
0.358,0.814,n
0.244,0.389,n
0.340,0.150,p
0.304,0.442,n
0.458,0.489,n
0.597,0.446,p
0.931,0.297,p
0.535,0.037,n
0.761,0.256,p
0.256,0.250,n
0.598,0.454,p
0.689,0.348,p
0.689,0.435,p
0.343,0.182,p
0.484,0.141,p
0.993,0.742,n
0.895,0.492,n
0.157,0.878,n
0.171,0.526,n
0.696,0.973,n
0.395,0.938,n
0.869,0.153,p
0.995,0.888,n
0.418,0.558,p
0.496,0.458,p
0.898,0.812,n
0.544,0.298,p
0.065,0.610,n
0.354,0.781,n
0.690,0.095,p
0.616,0.673,n
0.982,0.335,p
0.199,0.022,p
0.007,0.528,p
0.716,0.283,p
0.104,0.959,n
0.651,0.595,p
0.489,0.918,p
0.730,0.569,p
0.998,0.506,p
0.832,0.775,n
0.536,0.347,n
0.200,0.056,p
0.843,0.552,p
0.189,0.728,p
0.807,0.754,p
0.250,0.630,n
0.588,0.238,p
0.650,0.504,p
0.700,0.750,n
0.388,0.921,n
0.051,0.346,n
0.355,0.159,p
0.723,0.074,p
0.317,0.269,p
0.958,0.354,p
0.667,0.502,p
0.757,0.361,p
0.422,0.213,p
0.475,0.485,n
0.704,0.661,n
0.587,0.111,p
0.784,0.353,p
0.450,0.993,n
0.885,0.985,n
0.426,0.021,p
0.580,0.780,p
0.944,0.881,n
0.328,0.892,n
0.642,0.579,n
0.911,0.111,p
0.219,0.632,n
0.862,0.225,p
0.395,0.420,n
0.357,0.858,n
0.579,0.406,p
0.682,0.479,n
0.037,0.217,n
0.519,0.591,p
0.323,0.886,n
0.844,0.920,n
0.594,0.533,p
0.527,0.573,n
0.629,0.849,n
0.054,0.419,n
0.174,0.045,p
0.943,0.381,p
0.695,0.046,p
0.471,0.514,n
0.102,0.020,p
0.952,0.064,p
0.292,0.471,n
0.646,0.234,p
0.706,0.354,p
0.763,0.389,p
0.072,0.039,p
0.632,0.898,n
0.060,0.620,n
0.005,0.385,n
0.915,0.894,n
0.396,0.525,n
0.053,0.645,n
0.816,0.649,p
0.127,0.887,n
0.219,0.914,n
0.433,0.903,n
0.902,0.124,p
0.934,0.163,p
0.849,0.735,p
0.159,0.635,n
0.530,0.415,p
0.157,0.753,n
0.731,0.751,n
0.830,0.262,p
0.458,0.056,p
0.629,0.444,p
0.758,0.072,p
0.407,0.962,n
0.705,0.138,p
0.744,0.359,n
0.942,0.673,p
0.923,0.537,p
0.947,0.060,p
0.255,0.393,n
0.754,0.202,p
0.791,0.945,n
0.387,0.830,n
0.906,0.341,p
0.419,0.182,p
0.391,0.872,n
0.941,0.183,p
0.904,0.043,p
0.291,0.646,n
0.169,0.038,p
0.896,0.580,p
0.259,0.322,n
0.650,0.054,p
0.396,0.929,n
0.761,0.590,p
0.549,0.912,n
0.556,0.134,p
0.146,0.558,n
0.076,0.965,n
0.665,0.561,p
0.544,0.555,n
0.609,0.448,p
0.320,0.747,n
0.843,0.922,n
0.301,0.590,p
0.220,0.194,p
0.432,0.464,p
0.402,0.588,n
0.283,0.474,n
0.620,0.530,p
0.222,0.863,n
0.361,0.851,n
0.318,0.084,p
0.924,0.047,p
0.747,0.497,p
0.154,0.439,n
0.803,0.340,p
0.508,0.919,n
0.620,0.945,n
0.192,0.263,n
0.802,0.612,p
0.625,0.096,p
0.515,0.278,p
0.985,0.728,p
0.372,0.787,n
0.052,0.226,n
0.648,0.206,p
0.761,0.462,p
0.721,0.989,n
0.251,0.933,n
0.213,0.611,n
0.448,0.521,p
0.459,0.375,p
0.800,0.299,p
0.132,0.388,n
0.290,0.638,n
0.303,0.107,p
0.737,0.544,p
0.625,0.295,n
0.663,0.033,n
0.305,0.047,p
0.189,0.329,n
0.634,0.474,p
0.432,0.799,n
0.712,0.276,p
0.730,0.737,n
0.163,0.315,n
0.501,0.464,p
0.579,0.102,p
0.455,0.247,p
0.471,0.510,n
0.272,0.625,n
0.825,0.241,p
0.167,0.858,n
0.416,0.188,n
0.466,0.663,n
0.184,0.692,n
0.813,0.301,p
0.532,0.385,p
0.302,0.397,n
0.650,0.903,n
0.368,0.943,n
0.911,0.642,p
0.501,0.858,n
0.333,0.118,p
0.726,0.278,p
0.411,0.522,n
0.429,0.021,p
0.612,0.938,n
0.063,0.328,p
0.424,0.222,p
0.088,0.387,p
0.220,0.545,n
0.271,0.596,n
0.505,0.393,p
0.640,0.879,n
0.328,0.121,p
0.849,0.384,p
0.201,0.771,n
0.117,0.675,n
0.728,0.835,n
0.253,0.390,n
0.190,0.541,n
0.727,0.926,n
0.265,0.603,n
0.755,0.539,p
0.558,0.814,n
0.525,0.472,p
0.811,0.073,n
0.092,0.640,n
0.786,0.232,p
0.408,0.914,n
0.942,0.277,p
0.850,0.602,p
0.140,0.364,n
0.517,0.179,p
0.476,0.902,n
0.967,0.987,n
0.886,0.312,p
0.121,0.610,n
0.291,0.683,n
0.988,0.432,p
0.166,0.652,p
0.835,0.273,p
0.406,0.038,p
0.008,0.481,p
0.533,0.886,n
0.108,0.478,n
0.530,0.427,p
0.245,0.874,n
0.962,0.022,p
0.742,0.427,p
0.623,0.703,n
0.959,0.450,p
0.458,0.739,n
0.889,0.986,n
0.163,0.061,p
0.461,0.320,p
0.259,0.599,n
0.708,0.554,p
0.128,0.137,n
0.977,0.311,p
0.300,0.852,n
0.856,0.776,n
0.850,0.567,p
0.192,0.491,n
0.405,0.066,p
0.758,0.661,p
0.955,0.894,p
0.054,0.352,n
0.980,0.595,p
0.813,0.476,p
0.193,0.047,p
0.440,0.978,n
0.513,0.454,p
0.946,0.724,p
0.043,0.215,p
0.661,0.659,n
0.063,0.097,n
0.025,0.793,n
0.446,0.871,n
0.140,0.178,n
0.116,0.709,n
0.536,0.295,p
0.776,0.801,n
0.428,0.700,n
0.264,0.580,n
0.298,0.555,n
0.905,0.415,p
0.831,0.728,p
0.441,0.840,n
0.447,0.744,n
0.833,0.411,p
0.227,0.875,n
0.720,0.218,n
0.606,0.100,p
0.114,0.158,n
0.248,0.406,n
0.801,0.763,n
0.375,0.573,n
0.465,0.616,n
0.627,0.137,p
0.762,0.523,p
0.027,0.595,n
0.732,0.338,n
0.988,0.282,p
0.585,0.748,n
0.725,0.908,p
0.777,0.802,n
0.872,0.053,p
0.121,0.006,p
0.586,0.692,n
0.240,0.463,n
0.335,0.923,p
0.351,0.151,p
0.538,0.138,p
0.241,0.434,n
0.598,0.696,p
0.755,0.328,n
0.514,0.323,p
0.368,0.406,n
0.274,0.056,p
0.974,0.629,n
0.260,0.537,p
0.188,0.357,n
0.534,0.575,n
0.169,0.151,p
0.728,0.684,p
0.106,0.319,n
0.101,0.765,n
0.223,0.934,n
0.780,0.294,p
0.651,0.913,n
0.373,0.444,n
0.311,0.964,n
0.111,0.443,n
0.801,0.407,p
0.957,0.838,n
0.410,0.491,p
0.313,0.247,p
0.378,0.935,n
0.468,0.019,p
0.547,0.326,n
0.880,0.546,p
0.686,0.406,p
0.759,0.233,p
0.000,0.991,n
0.542,0.485,p
0.392,0.965,n
0.184,0.886,n
0.840,0.370,p
0.381,0.689,p
0.263,0.233,p
0.073,0.497,n
0.352,0.569,n
0.977,0.244,p
0.739,0.501,p
0.074,0.982,n
0.938,0.282,p
0.653,0.140,p
0.313,0.574,p
0.325,0.031,p
0.797,0.208,p
0.527,0.047,p
0.891,0.505,p
0.703,0.952,p
0.772,0.152,p
0.435,0.666,n
0.969,0.931,n
0.847,0.650,p
0.854,0.790,n
0.072,0.277,n
0.481,0.953,n
0.716,0.615,p
0.255,0.905,n
0.824,0.973,n
0.792,0.557,p
0.200,0.284,n
0.396,0.025,p
0.600,0.026,p
0.673,0.516,p
0.386,0.882,n
0.254,0.045,p
0.467,0.962,n
0.978,0.172,p
0.833,0.474,p
0.166,0.172,n
0.932,0.016,p
0.108,0.730,n
0.886,0.707,p
0.407,0.496,p
0.518,0.998,n
0.426,0.098,n
0.827,0.041,n
0.695,0.263,p
0.587,0.925,n
0.855,0.570,p
0.921,0.012,p
0.587,0.281,p
0.772,0.071,p
0.671,0.603,n
0.618,0.033,p
0.521,0.282,p
0.634,0.392,p
0.218,0.359,n
0.331,0.999,n
0.604,0.881,n
0.009,0.180,n
0.094,0.556,n
0.929,0.843,n
0.597,0.089,p
0.488,0.101,p
0.397,0.597,n
0.772,0.987,p
0.716,0.849,p
0.527,0.528,n
0.919,0.762,p
0.139,0.797,n
0.384,0.577,n
0.733,0.507,p
0.567,0.170,p
0.430,0.394,p
0.059,0.399,n
0.711,0.623,p
0.454,0.653,n
0.998,0.331,p
0.448,0.699,n
0.724,1.000,n
0.237,0.362,n
0.571,0.109,p
0.948,0.719,p
0.020,0.092,n
0.468,0.497,n
0.802,0.177,p
0.049,0.025,p
0.258,0.121,n
0.174,0.918,n
0.813,0.554,p
0.369,0.277,p
0.184,0.897,n
0.538,0.920,n
0.929,0.636,p
0.267,0.680,n
0.442,0.069,p
0.977,0.650,p
0.850,0.704,p
0.604,0.939,n
0.695,0.093,p
0.318,0.249,p
0.582,0.873,n
0.624,0.628,n
0.086,0.896,n
0.097,0.901,n
0.316,0.072,p
0.858,0.471,p
0.055,0.010,p
0.594,0.529,p
0.656,0.470,n
0.279,0.663,n
0.611,0.040,p
0.348,0.064,p
0.801,0.165,p
0.449,0.491,n
0.347,0.230,p
0.291,0.328,n
0.138,0.618,n
0.889,0.131,p
0.843,0.912,n
0.512,0.273,p
0.521,0.534,n
0.423,0.337,p
0.140,0.463,n
0.482,0.551,p
0.941,0.206,p
0.455,0.263,p
0.471,0.141,n
0.920,0.501,p
0.981,0.255,p
0.045,0.596,n
0.551,0.223,p
0.990,0.452,p
0.985,0.816,p
0.863,0.274,p
0.361,0.804,n
0.098,0.134,p
0.144,0.869,n
0.129,0.146,n
0.309,0.881,n
0.206,0.857,n
0.276,0.327,n
0.343,0.795,n
0.701,0.714,n
0.624,0.052,p
0.727,0.998,n
0.376,0.359,p
0.536,1.000,n
0.287,0.588,n
0.232,0.703,n
0.404,0.823,n
0.239,0.637,n
0.631,0.757,n
0.562,0.767,n
0.085,0.358,n
0.894,0.009,p
0.670,0.089,p
0.733,0.140,p
0.397,0.886,n
0.960,0.412,p
0.500,0.273,p
0.033,0.440,n
0.907,0.871,n
0.253,0.835,n
0.294,0.652,n
0.533,0.824,n
0.240,0.190,p
0.079,0.459,p
0.096,0.192,n
0.957,0.061,p
0.383,0.637,n
0.842,0.506,p
0.154,0.975,n
0.631,0.698,n
0.136,0.965,p
0.127,0.261,n
0.969,0.166,p
0.485,0.106,p
0.031,0.893,n
0.364,0.417,n
0.423,0.331,n
0.525,0.146,p
0.683,0.427,p
0.034,0.599,n
0.420,0.798,n
0.671,0.347,p
0.050,0.074,n
0.167,0.513,n
0.592,0.852,n
0.928,0.696,p
0.576,0.088,p
0.686,0.042,p
0.866,0.882,n
0.131,0.813,n
0.990,0.215,p
0.637,0.972,n
0.312,0.459,p
0.606,0.737,n
0.281,0.029,p
0.063,0.456,n
0.998,0.542,p
0.711,0.577,p
0.894,0.764,p
0.396,0.396,n
0.369,0.537,n
0.007,0.221,n
0.912,0.943,n
0.063,0.158,n
0.824,0.069,p
0.557,0.254,p
0.876,0.167,p
0.024,0.469,n
0.755,0.000,p
0.304,0.387,n
0.833,0.461,p
0.384,0.632,p
0.283,0.600,n
0.659,0.654,n
0.901,0.181,n
0.193,0.136,p
0.927,0.496,n
0.490,0.386,p
0.327,0.147,p
0.400,0.477,n
0.379,0.442,n
0.471,0.591,n
0.443,0.737,n
0.493,0.000,p
0.833,0.401,p
0.746,0.623,n
0.529,0.862,n
0.649,0.266,p
0.537,0.203,p
0.109,0.851,n
0.748,0.075,p
0.960,0.514,p
0.052,0.836,n
0.906,0.159,p
0.547,0.480,p
0.048,0.004,p
0.454,0.426,n
0.339,0.892,n
0.572,0.582,n
0.752,0.822,n
0.890,0.722,p
0.260,0.220,p
0.048,0.884,n
0.088,0.035,p
0.045,0.364,n
0.886,0.462,p
0.617,0.271,n
0.941,0.967,n
0.197,0.555,n
0.690,0.570,p
0.482,0.992,n
0.681,0.294,p
0.160,0.231,n
0.619,0.186,p
0.023,0.071,n
0.683,0.017,p
0.257,0.943,n
0.816,0.564,n
0.424,0.397,p
0.448,0.230,p
0.960,0.482,p
0.229,0.745,n
0.686,0.473,p
0.228,0.713,p
0.119,0.712,n
0.246,0.046,p
0.643,0.772,n
0.746,0.676,p
0.492,0.059,p
0.487,0.176,p
0.132,0.156,n
0.800,0.695,n
0.247,0.544,n
0.233,0.951,n
0.931,0.581,n
0.358,0.052,p
0.417,0.063,p
0.918,0.967,n
0.333,0.244,p
0.201,0.612,n
0.531,0.046,n
0.961,0.211,p
0.529,0.545,n
0.393,0.873,n
0.735,0.720,p
0.523,0.329,p
0.359,0.735,n
0.633,0.809,p
0.977,0.699,p
0.714,0.672,n
0.482,0.455,p
0.140,0.758,n
0.723,0.817,n
0.273,0.057,p
0.698,0.172,n
0.150,0.976,n
0.677,0.934,n
0.246,0.098,p
0.356,0.189,p
0.861,0.425,p
0.131,0.779,n
0.396,0.400,n
0.275,0.578,n
0.814,0.117,p
0.960,0.170,n
0.541,0.674,p
0.732,0.494,p
0.157,0.191,n
0.756,0.713,n
0.879,0.031,p
0.279,0.754,n
0.346,0.641,n
0.508,0.475,p
0.826,0.258,p
0.114,0.410,n
0.251,0.792,n
0.295,0.175,n
0.720,0.594,p
0.503,0.366,p
0.566,0.347,p
0.923,0.022,p
0.692,0.633,p
0.472,0.774,n
0.564,0.458,p
0.178,0.589,n
0.428,0.342,p
0.654,0.407,p
0.992,0.747,p
0.289,0.553,n
0.887,0.007,p
0.643,0.392,p
0.380,0.068,p
0.992,0.274,p
0.280,0.018,p
0.733,0.862,n
0.865,0.272,p
0.770,0.936,n
0.859,0.873,n
0.651,0.623,n
0.403,0.987,n
0.006,0.490,n
0.593,0.708,n
0.093,0.037,p
0.517,0.822,n
