@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
5.468,3.451,9.715,n
5.375,1.525,4.789,p
4.881,1.388,4.687,p
5.673,9.347,6.124,n
3.133,9.429,7.096,n
0.209,0.669,7.962,p
3.668,9.838,9.461,n
5.893,5.951,5.390,n
0.785,1.585,1.815,p
7.441,1.807,5.960,n
1.429,1.536,4.070,p
0.758,3.308,5.497,p
0.008,1.051,6.662,p
0.443,8.107,0.752,n
3.087,2.569,7.412,p
2.172,4.752,2.009,p
3.523,3.611,4.361,p
6.292,0.997,2.952,p
0.183,0.739,0.505,p
4.510,7.296,3.032,n
5.345,1.243,2.754,n
3.938,6.027,7.895,n
1.385,2.604,9.649,p
0.749,4.445,7.688,p
8.815,0.894,3.920,n
1.272,5.823,0.199,p
9.173,5.699,2.652,p
5.813,0.140,7.232,p
2.773,5.695,6.600,n
0.678,4.939,4.363,p
9.638,0.966,6.396,n
0.873,6.337,8.517,p
3.703,6.285,1.484,n
9.783,0.153,6.428,n
8.172,4.705,5.325,n
6.426,3.808,7.602,n
9.250,8.286,3.035,n
9.326,1.734,7.025,n
1.723,8.345,7.433,p
5.426,0.845,8.069,n
6.991,3.843,0.764,n
7.723,2.204,7.887,n
3.714,4.487,2.819,n
8.844,5.636,3.877,n
9.737,1.841,5.602,n
3.067,5.511,4.394,n
3.749,4.595,6.983,n
5.768,1.141,0.407,p
6.176,5.610,6.513,n
3.221,9.068,8.591,n
3.047,0.640,7.789,p
1.090,7.142,2.444,n
4.318,1.070,4.310,p
9.055,1.255,9.090,n
1.470,5.489,0.993,p
3.919,1.412,6.785,p
8.488,8.273,1.560,n
1.572,3.338,0.278,p
9.137,1.397,0.003,n
3.276,0.505,2.333,p
2.251,8.575,9.257,n
1.105,2.208,6.802,p
0.927,4.023,7.109,p
3.032,1.289,3.975,p
0.270,3.802,3.524,p
9.036,5.268,5.751,n
2.470,9.515,0.222,n
5.267,5.089,9.292,n
1.163,1.080,5.935,p
3.848,7.789,4.652,p
3.399,3.781,0.679,n
7.250,3.383,5.586,n
8.670,7.308,7.408,n
8.427,1.480,8.681,n
0.643,7.707,8.716,n
4.485,2.279,2.491,p
8.518,7.572,2.584,n
8.178,2.632,8.971,n
0.645,3.979,3.398,p
2.594,3.158,3.550,p
5.270,8.462,6.634,n
2.288,7.001,3.767,n
6.473,2.244,2.066,n
7.402,0.911,5.216,n
7.140,7.459,8.078,n
4.758,9.125,9.573,n
7.835,0.346,8.928,n
9.076,0.409,7.223,n
2.409,2.524,5.340,p
1.204,1.826,4.510,p
3.867,8.946,2.792,p
6.752,6.968,9.628,n
0.546,2.119,2.805,p
6.041,8.889,0.741,n
3.173,2.867,0.313,p
2.386,9.637,8.863,n
3.677,2.875,0.765,p
0.944,0.525,8.924,p
5.319,8.230,1.284,n
5.617,0.984,6.464,p
7.386,6.430,7.875,n
0.037,0.948,4.026,n
2.848,3.277,5.009,p
9.132,2.036,7.968,n
4.244,5.971,6.609,n
0.581,5.702,4.427,p
8.751,2.748,6.642,n
2.973,4.892,4.083,p
6.071,5.881,2.363,n
0.050,2.894,6.020,p
2.735,7.492,8.858,n
5.142,4.036,8.762,p
2.842,9.876,6.361,p
9.926,2.985,5.738,n
2.567,4.201,4.712,n
0.517,5.528,1.754,p
7.500,9.590,8.823,n
2.797,3.167,1.578,p
5.528,0.548,6.261,p
1.707,2.342,2.505,p
6.586,2.446,8.737,n
2.028,5.948,9.968,p
1.673,4.743,0.181,p
0.986,6.354,4.114,n
7.883,3.048,4.871,n
9.391,8.850,1.942,n
6.656,8.671,9.426,n
3.881,8.403,7.800,n
2.803,9.752,8.238,n
7.880,9.166,5.115,n
3.656,2.834,4.631,p
3.214,7.224,2.485,n
5.278,1.200,3.123,p
5.963,7.181,3.331,n
1.351,5.909,0.509,p
6.263,6.723,4.566,n
4.087,5.826,1.162,n
0.261,0.793,7.869,p
4.451,2.427,8.211,p
3.765,2.068,9.583,p
6.989,0.866,4.536,p
5.730,8.086,6.388,p
7.654,5.859,0.530,n
7.563,6.207,5.494,n
3.997,0.813,6.848,n
5.646,7.742,9.433,n
6.049,7.549,9.625,n
2.469,1.606,1.118,p
8.924,1.922,3.145,p
0.203,6.307,6.215,p
1.125,5.154,9.185,p
1.605,1.128,1.454,p
3.573,6.629,3.926,n
7.013,8.435,6.541,n
0.718,4.651,9.254,p
1.539,5.415,2.975,p
1.918,0.155,1.658,p
2.029,4.240,0.007,p
8.685,0.291,4.955,n
1.902,3.855,9.135,p
4.215,2.362,6.228,n
5.665,5.267,1.968,n
0.660,7.699,1.250,n
8.711,5.937,4.589,n
0.051,7.114,0.252,n
2.884,1.491,8.425,p
9.343,0.660,0.863,n
3.256,7.970,6.356,n
4.705,8.461,8.604,n
1.525,9.261,2.270,n
5.584,8.775,6.508,n
8.141,5.281,4.251,n
0.359,9.805,3.178,n
0.061,0.290,1.841,p
8.130,6.767,0.905,p
9.227,4.888,1.140,n
8.169,8.409,4.057,p
0.546,7.573,4.665,n
4.378,1.484,1.807,p
0.468,4.015,1.040,p
0.644,6.133,4.514,p
3.111,4.840,4.684,p
0.398,4.186,6.694,p
9.896,1.416,7.051,n
4.176,3.406,1.202,p
5.935,4.209,2.451,n
0.246,3.844,0.542,p
0.290,5.276,6.402,p
4.624,1.622,1.172,p
8.117,7.770,8.597,p
8.709,6.345,8.592,n
8.756,1.516,2.805,n
4.032,1.123,7.730,p
5.321,0.874,0.416,p
3.723,1.873,9.671,n
9.179,2.517,8.991,n
2.044,4.692,8.714,p
1.427,3.843,0.810,p
0.211,4.289,8.946,p
7.874,9.788,5.018,n
4.913,3.345,1.773,n
0.646,3.690,7.240,p
2.005,9.031,7.961,n
1.094,2.194,8.083,p
8.568,6.862,9.172,n
2.549,0.559,5.146,p
4.416,5.639,4.128,n
0.427,7.399,6.528,p
8.841,9.909,1.400,n
4.555,2.698,3.836,p
0.257,3.382,0.994,p
7.837,1.361,2.925,n
4.072,6.064,0.944,n
6.656,6.699,0.185,n
6.743,3.746,3.804,n
2.188,8.747,1.757,n
0.190,3.982,5.868,p
3.402,8.645,5.566,n
2.191,3.264,6.698,p
1.207,1.286,7.481,p
1.046,3.344,4.977,p
2.779,3.286,6.796,p
7.942,5.241,2.331,n
2.337,5.803,8.708,n
2.165,3.740,9.665,p
0.739,7.464,0.974,n
2.213,1.860,7.435,p
0.138,6.743,2.775,p
2.156,3.718,6.171,p
3.709,0.375,1.378,p
3.108,9.200,6.612,p
8.466,1.102,7.683,n
6.285,3.498,5.516,n
8.069,9.310,8.768,n
7.631,1.889,7.647,n
5.776,3.618,8.787,n
9.393,7.808,1.839,n
6.401,0.878,2.441,p
3.895,0.009,6.773,p
3.397,1.500,6.588,p
6.699,3.042,4.423,n
0.282,2.331,0.300,p
7.052,9.311,2.966,n
0.375,3.650,7.607,n
0.625,1.051,9.349,p
3.947,7.507,5.984,n
1.905,3.435,1.815,p
0.306,0.623,3.756,n
2.624,5.424,9.398,n
2.177,4.544,0.103,p
9.037,8.836,3.476,n
9.927,7.418,2.309,n
4.924,9.926,0.977,n
5.205,1.569,8.776,p
5.259,7.140,6.961,n
8.132,3.952,9.383,n
1.532,7.718,1.660,n
3.622,1.489,4.965,p
8.981,8.118,5.436,n
5.882,3.544,7.806,n
0.216,3.984,0.065,p
5.281,5.799,6.297,n
4.084,0.422,4.759,n
0.904,3.688,1.458,p
3.180,0.819,0.909,p
5.522,7.516,9.920,n
5.947,4.889,9.185,n
1.123,1.191,1.925,p
5.525,2.631,1.886,n
2.384,4.873,6.500,p
5.037,2.128,6.319,p
5.263,7.168,5.907,n
7.499,3.883,9.207,n
9.128,4.002,4.797,n
9.979,3.554,1.585,n
0.745,3.612,3.172,p
1.701,5.932,6.669,p
4.224,2.135,4.910,p
4.745,4.853,8.331,n
2.133,7.310,7.040,n
5.479,6.359,0.825,n
1.106,4.396,7.538,p
7.843,3.527,4.502,n
7.797,3.018,1.421,n
0.108,5.796,7.796,p
6.769,6.438,4.865,n
0.370,2.168,5.799,p
3.330,2.502,5.130,p
0.536,4.187,1.741,p
4.815,1.423,8.732,p
3.171,6.912,1.495,n
1.005,2.601,0.950,p
0.463,4.921,4.625,n
0.172,1.022,0.196,p
2.925,9.013,0.439,n
8.118,1.659,2.918,n
4.709,1.577,9.294,n
0.953,4.790,6.465,p
3.524,4.272,2.059,p
4.225,5.483,9.266,n
3.540,1.899,9.216,p
3.145,8.995,3.237,n
0.599,6.197,8.903,p
2.818,9.911,1.721,n
6.265,8.576,1.313,n
5.252,0.530,6.453,n
0.216,6.469,2.190,p
9.143,7.422,3.399,n
3.010,1.968,3.205,p
9.031,3.926,5.791,n
9.337,1.630,8.485,n
7.351,4.586,1.590,p
1.450,0.457,1.569,p
7.530,9.668,7.912,n
1.587,3.979,4.186,n
7.084,2.316,8.969,n
1.222,5.602,7.581,p
4.073,9.624,7.051,p
1.377,1.528,7.435,p
1.218,6.251,9.034,n
9.420,6.735,9.226,n
2.369,3.560,4.413,p
3.914,0.522,0.248,p
1.362,6.555,9.061,p
3.412,2.660,5.428,p
4.186,1.820,4.779,p
6.450,3.909,8.715,n
9.041,0.434,4.758,n
5.339,1.687,0.382,p
1.305,7.464,4.211,n
5.802,2.595,3.217,n
6.500,0.536,1.731,p
9.292,9.770,7.613,n
1.971,6.849,3.465,n
5.489,9.117,7.522,n
2.211,0.164,8.716,p
5.162,5.559,1.337,n
5.575,0.757,9.649,p
4.479,1.002,4.402,p
3.899,5.594,3.200,n
1.936,4.320,4.642,p
8.400,5.481,3.610,n
3.180,0.842,3.764,p
6.070,1.677,8.991,p
8.605,7.469,4.969,n
5.215,1.916,2.632,p
8.024,6.116,0.781,n
0.002,9.191,4.503,n
2.061,2.862,9.836,p
3.028,1.075,7.371,p
1.608,1.023,9.175,p
0.040,6.565,6.246,p
0.205,9.623,4.175,n
0.331,4.598,6.389,n
3.418,8.838,7.585,p
4.613,9.165,2.268,n
0.486,4.866,3.045,p
6.673,2.362,7.944,n
3.287,1.446,9.415,n
1.478,3.737,9.596,p
9.660,4.717,5.361,n
0.703,3.194,6.344,p
4.325,7.993,9.968,n
7.468,1.630,3.155,n
1.233,2.208,3.240,n
4.491,8.788,7.283,p
4.546,2.469,3.832,p
2.424,2.716,6.254,p
8.246,2.410,1.362,n
9.421,0.025,4.661,n
6.633,1.844,6.918,n
3.082,5.323,3.846,n
1.248,7.007,6.497,n
9.028,6.908,4.435,n
3.677,9.435,9.106,n
2.297,6.914,4.668,p
8.965,6.553,5.009,n
3.914,3.335,1.183,p
0.629,3.284,0.162,p
3.869,9.746,2.201,n
3.470,4.504,2.271,p
2.527,3.898,9.660,p
3.402,2.688,9.211,p
5.410,7.269,9.259,n
8.974,3.216,8.186,n
1.221,3.089,9.314,p
6.554,8.938,7.077,n
0.918,6.403,8.378,p
2.323,7.934,2.930,n
1.552,0.091,0.836,p
1.398,3.639,5.175,p
1.795,0.802,8.286,p
7.933,4.760,9.021,n
9.865,7.438,3.582,n
2.998,0.715,9.808,p
8.349,9.121,8.194,n
3.120,4.907,4.695,n
1.212,6.104,7.836,p
5.002,2.909,6.832,p
4.063,0.379,3.438,p
3.292,2.828,6.595,p
4.272,2.857,2.451,p
8.736,6.682,8.864,n
4.815,8.190,9.882,n
0.222,7.420,4.265,p
6.289,3.225,7.321,n
0.670,1.629,0.607,p
3.199,2.590,5.988,p
1.281,1.369,9.863,p
8.030,8.564,7.756,n
4.915,0.984,1.920,p
4.905,0.281,4.754,p
4.812,9.553,8.942,n
7.673,0.542,3.524,n
3.948,5.918,2.272,n
0.128,5.601,0.366,p
3.786,2.639,4.396,p
0.849,7.034,1.510,p
2.886,8.592,6.122,n
9.401,3.448,6.718,p
6.558,3.375,5.954,n
6.014,1.164,7.091,p
4.931,2.772,5.163,n
3.930,8.621,4.984,n
3.490,2.644,5.796,p
5.548,7.953,9.614,n
4.468,0.930,8.314,p
7.281,8.927,4.644,n
4.411,8.397,4.474,n
1.024,3.347,8.326,p
4.112,5.748,1.459,p
5.082,1.031,8.568,p
2.481,4.058,7.543,p
7.447,3.847,6.312,n
7.627,9.844,7.538,n
0.981,0.621,9.530,p
3.419,3.750,5.726,p
8.564,7.575,4.467,n
7.616,5.233,0.273,n
1.206,0.062,4.725,n
6.920,7.307,5.714,n
9.872,9.293,5.828,p
3.982,1.219,1.010,n
9.079,9.178,1.350,n
1.507,5.376,1.378,p
3.718,9.871,3.247,n
3.930,0.242,6.166,n
4.336,2.531,0.925,p
8.297,5.981,6.958,n
8.902,0.400,6.665,n
1.608,1.892,7.548,p
0.559,3.936,9.736,p
6.288,2.884,2.603,n
5.464,8.565,4.251,n
6.210,1.118,4.964,p
9.111,0.946,9.409,n
4.772,1.695,1.510,p
8.676,2.102,9.671,p
1.005,7.650,2.229,n
3.131,2.470,0.897,p
0.188,2.615,1.186,p
3.809,1.247,5.470,p
6.930,8.195,4.093,p
1.546,5.420,4.853,p
0.763,6.184,2.627,p
3.518,5.694,2.283,n
8.262,9.767,2.438,n
2.820,1.678,8.812,p
8.881,1.657,6.393,n
1.116,1.408,6.535,p
0.308,1.109,2.382,p
1.247,3.977,4.585,p
1.897,7.027,9.515,n
1.423,2.547,9.054,p
5.904,8.237,9.732,p
0.253,0.789,1.684,p
2.540,0.447,3.970,n
1.224,6.548,0.161,p
5.001,4.239,4.669,n
0.764,8.036,2.767,n
8.789,3.753,7.957,n
9.777,1.722,9.122,p
4.740,4.112,2.339,n
1.724,1.809,5.381,p
8.972,2.913,7.307,n
5.361,6.855,3.462,n
6.613,9.743,0.388,p
9.324,0.163,1.083,n
4.263,0.977,0.493,p
0.711,6.709,6.032,p
1.776,6.176,0.326,p
5.565,8.201,6.344,n
8.909,4.041,6.521,p
3.527,1.098,6.517,p
0.089,1.801,7.201,p
0.425,8.500,0.938,n
6.276,1.979,7.040,n
4.877,1.011,1.826,p
4.064,3.840,5.269,p
5.204,1.115,8.740,p
3.842,5.770,5.246,n
5.067,5.668,1.704,n
1.306,5.834,8.166,p
0.778,5.398,4.376,p
9.121,4.543,6.526,n
3.315,1.436,2.323,p
7.193,0.195,0.915,p
7.304,6.160,0.519,p
6.297,1.394,7.090,p
0.612,3.499,4.598,p
3.091,6.688,1.696,n
8.019,1.773,6.012,n
2.836,2.990,7.951,p
2.145,0.490,0.249,n
1.208,4.979,6.999,p
2.775,4.402,3.948,p
5.058,4.641,0.838,n
9.201,9.426,9.288,n
6.361,3.782,2.667,n
0.686,7.248,9.003,p
4.463,9.771,6.504,p
9.973,3.700,8.160,n
3.015,0.703,6.949,p
0.929,3.180,2.493,p
9.582,1.262,7.805,n
4.748,7.908,0.015,n
5.170,5.817,8.734,n
8.264,3.162,0.718,n
4.036,2.500,3.629,p
1.748,8.984,1.480,n
0.547,0.097,1.247,p
5.937,5.286,4.701,n
3.853,0.403,9.231,p
3.365,5.811,4.488,n
3.507,1.959,8.592,p
7.932,0.637,8.654,n
8.729,8.892,1.306,p
8.425,9.119,8.296,n
7.326,7.058,8.371,n
2.967,8.486,8.076,n
2.525,1.396,4.630,p
3.243,2.988,3.143,n
7.364,3.884,9.811,n
9.903,4.516,4.514,n
0.739,7.901,3.827,n
0.983,1.342,1.437,p
2.764,3.272,6.811,p
8.701,7.114,6.247,n
7.007,3.426,7.945,p
7.135,8.309,1.584,n
4.350,6.239,0.521,n
2.416,0.977,7.436,p
0.637,0.179,5.668,p
5.355,10.000,2.868,n
9.753,2.318,7.032,n
5.196,4.040,8.228,n
2.866,2.389,6.371,p
6.313,7.568,5.151,n
7.668,5.619,7.912,p
2.002,5.122,9.334,p
1.168,2.565,8.637,p
1.173,3.598,3.393,p
5.002,2.728,0.332,p
9.840,9.071,8.709,n
1.901,0.794,4.588,p
6.630,4.975,3.204,n
0.959,1.924,9.571,p
8.416,5.065,1.947,n
6.658,2.326,5.715,n
0.328,1.537,9.747,p
2.003,0.645,9.476,p
2.433,2.871,2.545,n
2.592,6.150,0.266,n
4.848,1.064,5.682,p
5.783,9.452,3.637,n
4.230,3.311,0.592,n
5.113,6.903,5.249,n
1.463,3.959,8.885,p
6.832,4.269,0.336,n
7.326,4.197,7.977,n
0.503,0.739,5.491,p
8.520,8.169,3.980,n
8.468,2.240,9.280,n
5.756,0.876,4.560,p
8.298,1.410,5.273,n
0.138,5.932,9.733,p
5.055,5.403,8.550,n
5.438,6.372,9.721,n
1.429,5.360,4.842,p
4.504,1.118,3.120,n
6.060,7.371,8.469,n
0.627,4.560,9.553,p
6.764,0.557,1.436,p
3.471,7.414,7.658,n
1.779,3.956,3.958,p
6.524,0.807,8.241,p
0.690,6.009,7.507,p
5.568,2.538,0.597,n
7.028,1.774,4.638,n
6.785,7.574,7.691,n
1.596,9.421,3.481,n
7.549,0.001,1.664,p
1.504,4.986,0.300,n
1.813,2.564,1.930,p
1.356,0.753,9.267,p
0.088,4.214,4.904,n
4.897,3.864,1.032,n
0.930,3.294,7.500,p
1.049,5.895,2.056,p
0.239,9.224,8.557,n
4.484,9.829,7.475,n
0.002,3.694,1.763,p
8.332,4.012,7.456,n
3.300,4.175,6.486,p
0.750,1.109,0.482,p
7.805,1.693,1.330,n
3.405,6.382,9.600,p
5.136,8.640,5.481,n
0.522,8.363,0.551,n
0.043,3.307,4.538,p
4.257,3.348,9.024,p
9.652,3.389,8.923,n
0.534,6.347,1.269,p
7.780,0.535,8.857,n
4.624,3.035,5.889,p
1.972,5.546,2.458,p
3.428,4.658,1.541,n
4.822,9.924,9.890,n
1.012,9.948,3.107,n
2.939,6.879,1.176,n
2.017,1.599,2.307,p
6.193,1.860,2.022,n
6.826,0.167,8.047,p
5.602,8.061,2.574,n
4.733,0.974,4.242,p
2.516,2.137,1.195,p
0.639,4.626,2.774,p
5.435,0.337,1.576,n
1.763,4.300,1.318,p
1.556,7.431,7.997,n
2.328,9.513,6.555,n
2.921,4.932,7.975,p
8.079,8.145,2.993,n
4.696,5.426,9.422,n
8.272,3.326,2.443,n
2.489,9.233,2.855,n
5.881,9.095,1.263,n
9.610,2.113,5.287,n
3.934,8.735,7.350,n
1.971,5.720,2.339,p
4.817,4.546,1.400,n
9.746,6.648,5.449,n
2.835,1.524,5.727,p
6.215,8.397,0.438,n
1.765,1.989,6.984,p
1.501,9.764,6.335,p
2.373,3.557,1.891,p
0.737,5.407,6.740,p
1.570,1.914,9.055,n
7.280,7.977,7.556,n
1.074,6.310,7.952,p
6.191,4.779,3.899,n
3.997,7.012,3.741,n
4.746,3.368,4.723,n
4.702,2.303,8.258,p
4.869,2.314,6.775,p
8.442,7.203,5.943,n
5.025,3.662,2.695,n
3.466,4.763,2.249,n
2.968,9.227,0.221,n
9.131,3.040,6.916,n
4.718,7.741,7.966,n
4.582,1.982,7.205,p
1.005,6.542,4.072,p
0.282,0.842,8.868,p
0.073,6.432,3.920,p
5.502,9.647,2.935,n
2.740,0.454,2.918,p
8.615,8.704,1.037,n
8.273,3.290,5.734,p
1.853,0.964,7.750,p
0.932,0.371,6.981,p
2.224,8.396,5.175,n
1.927,8.886,5.159,n
1.253,1.467,3.053,p
1.250,8.754,6.132,n
2.715,0.356,8.990,p
2.966,8.818,1.535,p
9.025,6.044,0.077,n
8.224,0.912,7.478,n
7.656,6.496,5.925,n
2.899,6.959,7.951,n
2.120,4.909,8.722,p
1.396,0.691,3.985,p
0.657,1.445,0.112,p
4.637,9.885,3.313,n
3.049,9.333,9.577,n
5.375,4.521,8.041,n
6.206,8.734,1.370,n
5.363,6.335,1.867,n
1.979,2.406,2.064,p
5.993,3.769,1.526,n
4.607,4.890,2.061,n
9.253,2.690,4.771,n
6.274,4.753,6.307,n
9.563,5.682,5.957,n
8.353,2.292,0.745,n
1.739,5.048,6.168,p
2.333,1.118,1.389,p
7.115,3.312,3.858,n
6.989,1.321,8.474,n
6.579,1.200,7.541,p
4.726,3.419,3.515,n
3.552,7.756,4.861,n
6.708,4.938,4.101,n
0.555,7.314,0.388,p
1.745,3.159,0.091,p
3.431,1.284,6.416,n
5.024,3.119,1.006,n
3.858,3.524,5.352,p
6.197,6.384,0.695,n
4.576,0.917,2.652,p
5.128,5.563,8.762,n
2.965,0.448,6.174,p
3.005,0.335,1.863,p
9.666,1.757,1.293,n
7.357,1.879,6.868,n
4.807,2.060,7.858,p
2.749,1.132,7.847,p
1.303,6.273,7.368,p
4.768,2.567,3.055,p
0.266,3.133,4.298,p
7.398,2.547,9.241,n
9.244,3.191,0.103,n
2.005,2.946,9.048,p
1.335,3.628,7.302,n
5.325,0.726,6.317,p
7.080,4.022,4.128,n
6.478,7.681,4.230,n
7.558,0.048,3.579,p
0.507,2.052,2.821,n
1.827,0.265,0.879,p
8.987,7.859,9.898,n
4.041,6.006,2.720,n
7.873,5.693,0.748,n
0.261,4.625,0.275,p
2.083,5.134,2.263,p
4.179,1.210,8.075,n
7.190,2.765,9.582,n
2.695,3.724,0.701,p
1.211,6.815,6.457,n
1.913,3.461,2.964,p
2.948,1.760,8.719,p
2.726,4.298,4.813,p
8.175,3.545,2.003,n
8.016,7.610,7.051,n
5.394,8.046,5.439,n
1.594,3.412,3.173,p
0.087,4.559,6.077,p
0.276,2.327,5.104,n
1.292,2.618,4.134,p
3.057,2.217,7.382,p
3.132,4.316,8.571,p
3.262,1.468,0.021,p
0.368,1.341,8.344,p
3.035,3.598,5.698,p
1.663,0.439,1.445,p
7.003,9.689,8.745,p
1.082,2.711,8.533,p
6.152,0.603,1.430,p
2.866,0.893,8.319,p
3.530,6.185,9.009,n
2.655,3.044,1.889,p
1.992,8.439,5.890,n
6.288,7.821,9.969,n
5.825,2.030,0.589,p
9.908,8.896,4.989,n
9.216,2.342,9.865,n
1.899,6.856,9.222,p
0.388,5.067,6.967,p
2.653,5.092,9.808,p
3.275,1.280,2.134,p
0.072,0.124,6.503,p
7.763,8.938,2.333,n
5.174,0.174,7.689,p
0.087,1.932,4.228,p
3.188,1.054,8.208,p
0.012,3.610,7.913,p
1.464,1.730,2.819,p
0.052,2.305,8.294,p
6.101,9.610,7.188,n
7.076,9.308,2.891,n
4.571,0.040,0.670,p
2.330,4.483,6.942,p
4.965,3.608,4.815,n
4.987,3.254,6.142,n
7.562,2.673,3.947,n
3.100,8.449,9.462,n
6.916,9.668,8.299,n
7.699,9.096,6.167,n
5.728,0.632,2.810,n
6.109,9.946,0.222,n
1.854,1.626,5.588,p
0.245,2.333,1.692,p
