@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
1.981,3.031,3.807,n
3.109,6.383,1.797,n
0.473,2.445,1.112,p
7.914,2.101,9.145,n
8.287,2.812,0.899,n
9.464,4.240,9.302,n
0.543,6.983,4.284,p
5.119,9.281,1.276,n
0.437,7.027,8.057,p
5.464,9.694,6.375,n
2.497,0.594,3.578,p
6.703,2.379,2.417,n
2.893,3.605,2.064,p
4.687,3.630,1.681,n
0.840,7.171,9.802,n
5.637,1.088,4.889,p
6.445,6.277,9.352,n
2.963,1.857,6.381,p
8.457,9.267,1.685,n
2.394,0.413,5.669,p
6.282,8.197,7.056,p
4.395,1.908,7.230,p
0.028,8.408,8.553,n
6.661,8.261,9.040,n
9.087,8.654,9.744,n
3.963,1.143,1.805,n
8.900,5.481,1.123,n
2.535,0.950,5.308,p
4.893,5.540,2.266,n
1.130,5.132,5.885,p
5.506,7.146,7.569,n
2.369,3.723,0.152,p
5.943,2.131,2.999,n
4.260,8.886,6.212,n
7.218,0.435,6.038,p
0.996,5.488,8.030,p
1.136,0.210,1.104,p
3.424,1.509,5.018,p
4.758,1.583,8.451,p
3.293,2.163,8.940,n
5.892,0.437,1.697,p
0.060,5.792,3.338,p
0.205,4.594,9.864,n
5.000,2.621,5.690,p
3.629,2.816,7.953,p
4.060,0.604,3.372,p
2.434,2.348,3.492,p
1.356,0.072,8.710,p
0.663,3.015,3.085,p
1.787,5.805,9.875,p
3.570,7.744,4.283,n
0.677,4.845,8.991,p
2.575,0.231,1.646,p
6.010,0.793,8.095,p
4.143,0.455,6.263,p
4.634,0.136,9.253,p
5.641,9.875,0.560,n
0.090,4.758,6.554,p
1.341,0.602,5.019,p
5.552,1.818,9.397,n
2.426,9.823,4.989,n
7.334,0.654,6.455,p
4.019,8.641,0.600,n
4.099,9.191,9.450,p
2.241,2.519,2.623,p
2.985,9.943,2.166,n
2.673,7.515,8.228,n
1.616,6.828,5.976,n
0.975,1.687,6.828,p
8.820,9.797,0.329,n
5.048,2.316,4.305,p
1.049,0.199,9.908,n
4.285,1.790,6.854,p
3.494,2.151,9.675,p
2.646,0.689,0.432,p
0.106,6.881,6.531,p
5.440,5.488,6.903,n
3.854,4.100,1.431,p
9.984,0.053,6.078,n
1.984,1.162,8.431,p
7.840,9.085,0.495,n
5.431,2.233,6.125,p
2.649,9.087,4.733,n
1.538,2.515,1.028,p
0.880,3.955,9.970,p
6.950,4.493,4.783,n
5.207,2.376,3.708,p
3.401,3.811,0.178,p
8.341,0.913,6.361,p
8.589,2.017,4.231,n
3.524,3.854,5.787,p
9.248,1.916,9.714,n
0.256,5.928,4.625,p
0.550,6.810,7.111,p
4.828,0.548,6.910,p
5.839,9.981,8.168,n
1.455,3.343,5.182,p
0.521,5.368,3.738,p
5.561,0.512,3.143,p
6.393,0.490,8.626,n
5.611,8.007,4.982,n
2.069,1.009,0.952,p
7.843,9.509,4.147,n
0.567,6.957,0.418,p
8.361,2.936,2.327,n
3.187,5.606,1.540,n
3.244,8.413,1.519,n
0.936,4.645,7.282,p
4.299,6.789,1.144,n
1.221,9.233,9.961,n
5.263,2.908,3.479,n
0.884,1.397,2.712,p
8.931,8.454,2.272,n
0.324,5.988,9.674,n
4.496,2.474,7.424,p
5.592,0.957,5.516,p
5.134,0.972,6.468,p
1.320,5.780,3.529,p
6.631,1.639,1.697,n
1.490,0.940,8.791,p
1.171,4.961,5.360,p
8.715,5.018,8.906,n
0.151,9.433,4.884,n
5.704,6.890,2.293,n
1.537,2.642,0.309,n
0.412,6.182,6.918,p
1.512,3.443,1.404,p
9.973,7.916,4.797,n
4.973,7.793,9.081,n
6.364,1.990,6.252,n
4.579,2.366,4.926,n
0.871,6.525,8.363,p
3.396,5.949,8.363,n
0.045,4.891,0.164,p
3.354,2.137,3.537,p
6.830,0.415,8.229,p
1.841,2.715,9.577,p
2.242,8.899,6.102,n
3.944,4.997,9.558,n
5.272,0.004,1.753,p
3.523,1.009,5.527,p
8.623,5.139,3.767,n
8.938,6.663,0.759,n
4.441,9.578,3.618,n
6.319,3.759,5.222,n
9.072,4.981,3.637,n
0.570,8.348,6.835,n
4.477,7.511,8.911,n
7.498,0.351,3.252,n
9.530,8.914,1.445,n
6.415,2.809,7.625,n
2.912,5.443,4.207,n
2.775,1.619,5.752,p
0.535,2.976,3.830,p
4.383,1.084,2.602,p
3.940,3.855,9.636,p
2.040,9.088,4.502,n
2.655,2.434,0.699,p
1.336,3.387,0.659,p
4.132,5.021,8.519,n
0.673,6.034,8.242,n
2.730,2.131,2.239,p
6.994,0.722,8.386,p
3.251,0.034,6.292,n
8.074,0.396,8.274,n
1.105,2.245,6.294,p
3.310,5.685,2.179,n
2.090,8.394,8.087,n
0.305,7.781,0.284,n
5.849,4.001,5.121,n
5.888,2.263,8.677,n
8.042,9.613,3.294,p
0.714,4.779,1.337,p
1.899,4.029,2.826,p
0.627,2.056,0.130,p
3.554,1.636,6.322,p
4.551,1.022,1.067,p
1.539,7.775,4.713,n
9.117,7.947,4.762,n
9.089,7.102,9.453,n
0.129,2.140,5.853,p
6.246,8.853,4.845,n
6.395,2.057,2.434,n
3.826,1.040,5.912,n
7.070,4.396,0.676,n
7.245,0.538,4.707,p
6.729,7.137,2.398,n
6.920,4.717,1.418,n
8.238,6.339,7.416,n
9.307,2.196,6.719,p
1.534,0.182,7.571,p
0.776,0.542,5.455,p
0.241,8.297,8.116,n
4.580,1.222,6.501,n
8.497,8.483,1.014,n
3.676,3.027,7.624,p
0.750,1.137,6.925,p
3.005,3.485,3.244,p
9.322,7.623,8.368,n
4.124,0.209,2.308,p
8.863,9.209,3.287,p
7.750,8.898,7.946,n
1.049,8.254,3.137,p
2.124,2.874,9.065,p
6.906,7.460,7.531,n
6.433,5.911,6.561,n
0.669,0.145,3.615,n
6.875,2.735,7.694,n
1.779,1.001,3.032,p
2.776,0.098,1.899,p
9.049,1.580,6.592,n
5.696,2.233,0.648,p
0.148,8.525,1.301,n
3.636,7.226,1.384,n
2.516,3.662,5.230,p
2.190,3.842,3.653,n
0.294,4.383,1.158,n
4.795,1.738,2.307,p
4.403,1.183,0.679,p
2.397,1.706,8.647,p
4.609,7.313,0.744,n
6.530,5.147,0.245,n
2.170,0.359,4.390,p
9.394,4.020,6.791,p
4.566,2.263,9.612,n
8.280,0.002,6.075,n
9.603,1.491,1.371,n
2.343,1.675,5.856,n
4.524,4.089,8.884,n
8.602,9.569,2.689,n
4.078,0.516,9.148,p
8.705,4.201,5.294,n
8.488,8.070,6.534,p
8.011,8.988,9.624,n
1.815,6.921,2.557,n
0.734,7.413,6.243,n
2.149,2.660,0.357,p
1.360,4.061,4.208,n
4.817,0.176,6.760,p
8.355,6.421,6.346,n
7.049,9.663,1.963,n
8.497,8.751,5.888,n
1.732,6.959,0.039,n
9.700,1.486,3.354,n
2.585,0.550,0.839,n
2.630,7.917,7.288,n
3.417,4.918,1.884,n
3.852,7.170,2.294,n
7.972,8.020,0.942,n
1.913,7.078,8.040,n
6.912,6.147,9.018,p
2.046,3.111,6.625,p
7.163,9.587,7.944,n
3.097,3.155,7.212,p
1.513,9.317,8.773,n
5.213,3.628,7.163,n
1.290,4.659,6.193,p
0.940,9.635,0.512,n
0.706,1.640,5.319,p
8.331,1.691,1.737,n
4.258,3.380,1.233,p
9.717,1.170,2.596,n
8.917,9.043,4.728,n
6.041,2.887,4.652,p
7.340,1.296,1.937,n
2.552,4.692,9.906,p
5.749,0.104,7.634,p
3.658,3.746,3.529,p
4.106,6.358,8.873,n
7.556,2.444,9.196,p
9.906,7.281,7.548,n
2.532,6.559,3.807,n
3.453,8.439,8.479,n
8.788,1.391,9.383,n
6.769,6.525,0.480,n
5.478,4.557,3.393,n
2.493,1.004,3.271,p
5.733,1.059,5.875,p
3.624,3.633,9.587,p
4.293,0.923,5.237,p
2.017,3.018,3.290,p
7.322,1.868,5.469,p
6.684,1.433,9.567,n
5.611,7.952,1.833,n
5.600,1.437,6.311,p
2.760,4.203,5.132,p
4.683,0.924,0.057,p
5.167,1.755,6.029,p
9.041,2.020,5.855,n
1.421,4.600,6.387,p
1.989,1.612,4.101,n
0.850,1.931,3.158,p
5.046,1.836,4.797,p
1.980,5.920,1.447,p
3.520,6.907,3.919,p
4.326,2.982,5.542,p
1.824,1.154,8.975,p
2.606,3.705,3.877,n
6.900,0.218,1.931,p
0.576,2.638,7.334,p
7.201,9.103,9.469,n
3.858,0.932,8.729,p
0.559,1.242,0.218,p
1.809,6.093,6.725,p
3.909,2.533,2.326,p
1.799,1.522,3.510,p
5.757,4.516,8.814,n
6.010,3.370,3.959,n
1.750,3.833,6.907,p
0.046,8.021,7.860,n
0.056,7.981,4.141,n
5.699,7.284,4.088,p
3.766,2.689,9.038,n
7.922,7.881,8.212,n
6.109,1.585,8.577,p
4.887,2.751,9.229,p
9.302,7.569,1.491,n
1.029,2.766,1.137,n
6.795,0.535,9.883,p
5.409,7.404,1.312,n
3.765,2.491,8.149,p
7.187,7.291,3.432,n
9.328,1.853,1.366,n
1.201,1.859,5.001,p
1.638,9.299,4.739,n
2.502,9.126,2.212,n
6.129,9.711,7.712,n
4.051,1.677,1.371,p
2.046,1.240,2.842,p
6.295,5.630,9.482,n
3.623,9.494,6.340,n
8.626,6.699,3.603,n
3.003,9.692,2.442,n
0.644,0.098,5.532,p
6.842,9.267,9.921,n
5.685,0.088,4.157,p
2.027,1.792,8.323,p
1.017,9.321,2.675,n
6.974,0.673,8.304,p
1.479,3.642,6.618,p
9.536,9.939,9.936,n
6.534,1.611,7.261,n
1.582,1.494,5.885,p
8.009,1.600,5.028,n
0.581,4.227,2.368,p
0.926,4.774,3.875,p
3.355,7.651,2.223,n
8.347,4.526,5.031,n
6.040,1.809,0.695,p
3.316,0.888,6.488,p
1.547,3.053,3.243,p
0.454,1.224,8.475,p
6.612,0.915,9.026,p
0.036,2.227,3.984,n
0.878,6.874,9.939,p
0.705,5.430,9.906,p
4.837,1.271,6.857,p
3.220,0.538,5.830,p
4.379,0.036,0.915,p
0.423,3.536,8.747,p
9.964,3.183,9.089,n
8.651,5.882,9.693,n
9.478,5.659,1.965,n
4.830,3.374,3.737,n
5.880,2.225,2.774,n
3.752,2.904,4.020,p
7.087,8.186,4.826,n
2.129,4.520,3.579,p
2.728,0.609,3.606,p
0.324,9.620,5.248,n
4.212,3.140,9.742,p
8.527,3.315,8.517,n
8.907,4.272,1.923,n
3.746,1.193,9.028,p
3.901,3.793,0.111,p
3.718,7.612,3.330,n
6.246,1.884,0.204,n
6.110,2.938,2.002,p
9.093,2.333,5.860,p
6.020,5.100,1.223,n
2.128,3.113,4.164,p
3.772,0.380,7.964,p
0.909,4.619,2.125,p
0.021,0.935,0.910,p
4.326,5.078,2.893,n
5.161,9.818,1.692,n
1.144,6.565,5.320,p
3.276,3.284,8.450,p
1.975,1.730,6.452,n
6.130,1.716,5.095,p
6.166,1.348,3.087,p
6.786,5.462,6.167,n
5.667,7.531,3.640,n
4.485,9.698,8.222,n
9.721,7.281,2.676,n
8.458,1.772,8.279,n
0.158,8.903,4.400,n
3.366,0.661,0.721,n
6.242,1.208,1.597,p
2.787,9.201,9.054,n
2.277,0.915,9.251,p
4.559,1.967,9.564,p
3.569,2.097,3.474,p
7.322,6.580,4.061,n
1.541,9.185,4.718,p
5.786,2.177,4.374,n
0.019,7.987,2.539,p
1.891,1.007,4.119,p
5.377,4.397,5.037,n
5.379,2.176,7.811,p
3.064,7.269,2.283,p
2.484,0.841,2.527,p
0.863,4.894,2.504,n
4.615,3.715,7.885,p
1.141,2.235,0.083,p
1.081,6.972,7.803,n
2.090,0.367,7.569,p
4.760,1.782,4.063,p
8.913,4.077,6.609,n
4.614,5.748,2.451,n
8.647,0.799,3.689,n
9.782,0.133,6.270,p
0.219,4.416,3.250,n
5.972,3.367,1.282,n
2.869,7.907,3.057,n
3.687,1.797,3.950,p
5.013,4.149,1.224,n
0.422,4.490,8.739,p
2.030,4.405,7.628,n
8.974,2.381,5.609,n
3.028,5.861,7.103,n
7.159,0.193,3.755,p
1.266,4.734,0.158,p
2.225,0.815,0.905,p
5.177,1.369,8.211,p
2.519,2.410,8.396,p
0.640,6.936,5.876,p
4.371,2.816,5.857,p
2.991,2.748,6.425,p
3.739,4.122,8.926,p
2.738,9.811,8.926,n
9.433,2.572,8.143,n
2.040,9.975,6.477,n
5.580,0.795,8.633,n
1.045,4.756,6.495,p
3.910,4.248,3.746,n
3.125,3.685,7.989,p
1.557,5.680,2.120,p
2.236,8.479,3.291,n
0.121,4.355,3.799,p
0.243,0.995,7.098,n
0.210,7.110,8.096,p
1.021,3.333,7.064,p
9.313,6.457,6.625,p
7.779,4.454,4.618,n
2.482,6.837,8.926,n
1.277,1.357,4.930,p
9.494,9.967,4.456,n
0.760,4.525,0.178,p
2.378,3.048,4.915,p
3.357,0.120,0.938,p
9.661,8.370,5.859,p
5.804,0.125,3.835,n
6.207,0.655,5.423,n
4.920,4.044,1.022,n
8.004,5.982,1.158,n
0.139,3.204,8.764,p
0.597,7.903,0.309,n
2.707,4.931,9.364,p
1.632,8.408,3.972,n
1.338,3.036,7.008,p
1.432,8.205,8.208,n
2.516,5.428,1.353,p
8.595,8.892,2.423,p
7.716,4.667,8.153,n
2.469,6.636,8.736,n
1.272,3.851,2.929,p
1.031,5.020,7.685,p
1.565,4.324,9.906,p
1.235,6.366,7.404,p
9.232,6.601,3.077,n
9.059,9.263,4.780,n
9.644,1.389,9.211,n
1.074,0.688,5.188,p
3.510,4.181,1.718,n
2.500,3.154,4.936,p
0.537,1.592,3.458,p
7.825,8.892,2.364,n
0.662,6.675,6.891,p
0.669,5.533,6.543,n
2.244,0.438,4.871,p
2.329,1.859,1.814,p
6.387,1.002,3.344,p
3.015,2.323,7.043,p
2.987,7.231,3.500,n
0.298,5.453,3.883,p
7.699,3.150,2.082,n
0.005,2.590,6.656,p
7.642,6.364,4.432,n
6.689,2.060,5.351,n
0.959,3.485,7.296,p
5.776,1.730,7.317,p
5.150,2.700,8.841,p
9.384,2.834,7.499,n
5.611,2.549,9.496,n
0.131,3.301,3.210,p
4.303,8.982,0.239,n
3.090,0.136,8.997,p
2.121,1.167,3.672,p
1.797,2.501,5.783,p
3.050,5.259,7.741,n
3.435,9.180,7.913,n
4.756,3.296,1.341,n
5.356,8.342,3.505,n
4.983,6.653,1.923,n
4.252,9.825,1.877,n
0.412,2.741,1.177,n
5.282,1.745,7.948,p
3.379,3.980,9.575,n
6.008,1.000,9.584,p
4.893,0.792,8.592,p
6.773,4.251,9.743,n
9.567,0.824,7.041,n
6.059,0.158,9.239,p
2.099,1.465,8.977,p
0.423,6.954,4.930,p
1.315,8.761,4.199,n
5.699,8.900,5.115,n
3.285,3.132,1.240,p
4.182,0.346,9.208,p
8.788,6.975,7.298,n
3.016,7.291,2.061,n
1.183,2.102,1.066,p
7.237,7.454,6.481,n
5.160,5.623,9.210,n
6.560,5.888,4.939,n
5.726,1.290,4.259,p
4.268,3.714,9.719,p
0.903,0.169,7.215,p
2.859,4.652,3.238,p
1.144,5.937,9.852,p
2.289,3.426,5.729,p
3.247,4.396,8.134,p
7.201,3.306,9.446,n
0.339,1.242,5.605,p
2.756,7.823,1.560,n
2.620,4.386,9.081,p
1.924,1.317,2.137,p
3.813,2.715,1.352,p
5.267,2.069,1.771,n
2.599,2.116,8.229,p
2.801,3.463,7.907,p
7.885,6.981,8.849,n
1.135,0.445,1.643,p
3.412,0.460,9.819,n
2.561,8.477,1.173,p
2.725,0.867,9.848,n
0.434,6.124,3.499,p
1.741,2.418,5.138,p
4.764,5.536,7.270,p
4.683,0.419,8.309,p
7.940,4.086,1.553,n
4.025,1.269,3.851,n
5.514,5.521,4.037,n
9.208,7.653,5.357,n
3.433,1.537,8.319,p
3.625,2.738,8.850,n
0.106,2.369,7.789,p
1.527,5.313,7.704,p
4.789,2.779,9.606,p
7.826,6.804,3.042,n
4.868,7.982,3.639,n
6.846,4.506,5.627,n
5.291,9.602,0.072,n
0.453,1.231,0.763,p
0.753,1.237,3.456,p
9.587,2.216,2.218,p
3.006,6.738,5.611,n
5.974,2.999,7.348,n
0.401,4.660,6.162,p
1.861,8.600,8.790,n
0.063,3.533,3.493,p
5.977,1.123,8.438,p
0.630,5.429,7.330,p
2.535,0.255,9.462,p
2.638,5.606,3.606,n
6.525,0.951,9.201,p
0.715,6.965,3.484,n
0.246,5.371,5.749,n
0.029,0.924,7.132,p
8.816,1.745,0.052,n
4.315,2.371,5.880,p
9.807,2.094,0.750,n
3.240,7.964,1.844,n
1.051,7.462,6.698,n
4.726,4.725,6.857,n
0.713,0.366,4.316,p
0.270,5.260,6.326,p
7.798,0.040,2.496,p
3.405,3.489,0.676,p
4.175,1.116,7.258,p
0.134,0.929,8.424,p
8.292,5.161,2.346,n
4.150,7.711,8.016,n
5.810,9.869,7.745,n
3.246,3.415,9.885,p
4.961,7.019,5.201,n
7.672,3.366,4.134,n
7.026,8.877,3.093,n
7.372,5.732,4.081,n
0.768,0.971,3.113,p
2.059,7.220,8.258,n
2.690,1.486,8.648,p
5.093,0.591,3.022,p
5.401,4.818,9.096,p
1.267,1.119,2.223,p
6.580,1.310,0.200,p
0.061,2.589,3.822,p
0.025,2.600,2.438,n
4.145,3.599,3.241,p
1.222,5.011,5.613,p
6.285,6.203,3.780,n
9.051,0.760,7.694,n
8.191,8.326,3.815,n
9.361,2.601,5.742,n
6.402,6.372,5.247,n
8.535,7.524,2.098,n
1.694,2.418,1.470,p
0.266,0.940,5.660,p
6.012,0.804,7.728,p
5.892,5.297,3.401,n
3.956,4.232,5.402,n
9.876,7.696,5.387,n
6.382,9.593,9.706,n
2.164,5.685,4.395,p
0.259,4.701,5.325,p
3.083,1.052,4.840,p
5.301,3.885,1.335,n
0.184,5.594,9.701,p
3.518,3.194,7.425,p
3.689,3.994,3.854,p
9.657,4.392,5.756,n
5.821,0.666,7.450,n
3.738,6.430,2.836,n
3.688,2.756,8.939,p
2.709,4.869,9.808,p
4.780,2.578,1.507,p
5.738,8.631,1.508,n
5.946,0.503,8.718,p
5.826,4.602,4.700,n
4.499,2.566,7.438,p
9.050,1.386,5.062,n
6.110,0.950,7.505,p
4.235,9.254,2.233,n
2.276,0.477,0.863,p
3.886,9.720,3.548,n
0.343,5.158,5.394,p
5.799,4.461,3.274,n
2.159,1.297,6.105,p
0.059,6.066,6.138,p
6.531,0.795,1.068,p
3.213,4.734,7.130,p
8.207,4.673,6.298,p
2.233,7.651,4.996,n
9.382,2.480,0.712,n
6.807,5.853,1.032,n
5.728,9.243,5.544,n
0.022,3.537,1.978,p
6.236,5.092,4.757,n
7.624,0.873,0.306,n
0.442,1.244,9.047,p
8.651,6.453,8.072,n
0.876,4.635,8.103,p
0.636,5.572,9.539,p
6.177,8.761,1.052,n
1.817,3.319,1.493,p
7.681,0.755,8.689,n
4.601,2.756,4.204,n
6.580,0.667,2.715,p
0.858,4.862,8.695,p
7.772,0.481,7.034,n
5.522,0.223,3.515,p
0.394,9.957,9.079,p
1.582,8.552,2.830,n
3.616,0.770,8.756,p
6.856,4.898,5.453,p
6.702,3.410,9.375,n
9.019,9.703,2.766,n
9.570,7.624,3.638,n
2.762,9.315,0.527,n
8.560,0.688,9.511,n
3.889,4.253,6.085,n
0.743,0.758,8.986,p
6.351,0.615,5.612,p
7.388,1.574,7.598,n
8.261,7.906,9.473,n
5.475,8.244,8.063,n
3.277,0.772,9.500,p
6.305,4.399,4.602,n
1.411,1.463,5.067,p
7.987,4.321,0.591,p
1.375,8.843,0.452,n
4.352,4.183,4.024,n
1.326,5.486,3.513,n
7.214,0.395,6.766,p
1.122,1.467,1.838,p
1.834,6.620,3.409,n
2.340,2.457,1.829,p
6.821,5.784,2.513,n
6.756,4.287,6.078,n
3.735,6.389,0.884,n
5.129,2.523,2.099,p
