@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
6.250,5.316,7.592,n
2.251,7.592,9.137,n
9.482,7.152,3.135,n
3.800,3.227,6.449,p
4.678,2.795,6.765,p
1.719,3.389,3.952,p
0.573,1.361,1.462,p
0.058,9.913,2.010,n
8.268,4.197,0.990,n
1.355,3.246,7.765,p
1.526,8.327,9.904,n
9.457,0.902,1.181,n
5.877,6.044,6.408,n
5.537,9.744,5.339,n
7.190,1.651,0.991,p
0.402,6.234,8.540,p
4.847,0.604,1.813,p
0.781,4.405,7.568,p
7.858,0.254,8.098,p
0.092,2.014,9.475,p
8.391,0.181,1.463,n
2.467,5.329,0.742,p
1.477,0.634,1.938,p
4.699,9.800,0.403,n
0.271,4.785,3.458,p
1.064,7.950,6.042,p
8.462,3.655,2.456,n
2.056,3.035,9.948,p
2.256,1.122,3.008,p
6.346,0.637,1.183,p
0.786,3.974,5.066,p
3.757,1.242,5.566,p
5.946,8.899,8.536,n
9.213,0.211,7.556,n
8.724,4.845,1.359,n
5.144,7.009,3.614,n
2.176,5.627,6.541,p
1.989,0.770,3.282,p
9.914,8.836,4.955,n
1.832,0.599,2.259,p
2.147,3.584,9.517,p
2.190,0.527,3.154,p
2.778,6.664,9.784,n
0.524,5.667,9.001,p
1.609,3.298,5.303,p
5.543,1.494,9.108,p
0.026,3.652,2.411,p
4.132,2.089,1.759,p
5.882,6.070,5.335,n
5.983,5.550,5.784,n
5.387,0.130,5.703,p
8.974,3.888,9.513,n
7.494,7.968,0.623,n
5.303,2.610,2.899,p
5.383,2.170,8.461,p
3.013,4.126,5.127,p
8.043,9.881,1.750,p
2.161,3.020,0.362,p
5.462,8.182,8.719,n
2.413,3.211,7.080,p
0.208,2.322,7.319,p
2.986,0.335,5.199,p
7.525,4.794,6.177,n
9.019,0.799,6.931,n
6.485,4.191,0.092,p
4.691,6.464,2.859,n
0.485,0.200,0.869,p
1.613,4.161,7.672,p
3.789,7.944,3.052,n
5.410,0.210,4.590,p
2.162,2.329,0.410,p
3.977,1.393,9.141,p
3.978,3.634,0.852,n
8.283,4.425,9.190,p
4.262,6.091,6.909,n
4.406,6.891,7.578,n
3.427,0.937,9.852,p
8.720,8.320,7.102,n
3.479,3.650,6.532,p
8.644,6.331,9.331,n
7.163,1.862,9.495,n
1.224,3.264,8.546,p
0.218,4.216,0.991,p
9.405,5.251,5.546,n
2.497,6.795,6.716,n
8.080,7.628,3.650,n
7.288,2.504,9.259,n
9.733,2.088,4.203,n
4.607,1.183,8.902,p
0.638,8.384,3.053,n
5.487,8.246,0.840,n
1.659,4.722,3.005,p
3.874,5.022,6.979,n
2.167,8.192,2.767,n
6.886,2.738,2.079,n
8.843,2.087,9.371,n
8.593,2.749,3.229,n
7.346,6.727,1.920,n
1.815,6.045,4.809,p
0.471,0.616,1.567,p
9.377,0.010,6.798,n
4.347,2.095,6.290,p
5.283,6.279,5.036,n
2.654,8.454,1.514,n
3.432,3.244,3.396,p
1.993,7.040,9.623,n
6.585,1.202,2.597,p
7.929,3.296,1.418,n
1.047,4.935,1.886,p
4.577,0.737,0.736,p
1.969,3.807,0.724,p
5.142,4.411,2.438,n
9.072,4.215,9.435,n
3.269,5.277,3.321,n
7.201,5.366,0.185,n
2.897,6.701,0.755,n
8.145,5.215,0.508,n
1.515,4.088,1.413,p
1.083,1.142,4.991,p
3.541,5.854,1.615,n
4.035,0.581,4.815,p
4.673,9.432,4.706,n
0.382,3.285,8.005,p
1.563,3.242,8.901,p
9.347,9.855,4.362,p
2.448,7.456,0.636,n
1.496,9.609,7.498,n
1.443,7.147,0.235,n
0.373,6.845,2.014,p
3.863,7.574,8.829,n
6.551,2.521,6.436,n
7.682,7.797,9.128,p
8.879,4.130,8.497,n
9.728,4.515,9.598,n
9.493,5.920,4.560,n
9.578,8.748,1.005,n
7.549,5.286,1.781,n
5.750,9.128,7.209,n
4.446,6.664,9.758,n
2.249,1.351,3.097,p
1.103,3.582,1.992,p
7.335,8.988,7.875,n
8.803,8.907,9.020,n
4.904,2.404,6.423,p
6.472,2.678,3.751,n
5.406,1.846,1.856,p
1.581,2.566,6.601,p
0.316,0.861,5.645,p
8.197,5.921,4.679,n
6.837,0.115,6.445,p
9.390,4.740,0.438,n
5.551,4.546,1.058,n
5.441,0.835,4.358,n
5.932,0.437,1.038,p
0.311,0.740,1.231,n
3.446,5.535,8.387,p
5.219,9.888,9.632,n
3.899,7.752,2.668,n
1.548,6.921,2.200,n
2.411,7.615,0.884,n
8.018,3.016,5.629,n
0.389,7.383,4.310,p
1.976,1.405,6.278,p
5.809,1.485,1.984,p
2.490,1.554,1.690,p
7.253,4.338,6.635,n
6.498,2.522,1.700,n
6.383,3.920,5.609,n
0.721,7.750,1.357,n
2.658,1.602,5.876,p
3.704,5.725,4.680,n
0.117,8.030,8.731,p
0.623,6.122,0.283,n
8.539,0.388,8.294,n
0.428,5.394,5.840,p
4.262,4.755,6.536,n
1.107,1.624,5.730,p
5.862,3.903,6.088,n
9.941,3.484,5.993,n
2.133,3.029,7.728,p
0.657,1.712,5.549,p
1.061,2.654,5.986,p
4.820,4.462,5.572,p
7.671,6.695,4.724,p
3.629,6.795,5.039,n
2.946,1.445,9.144,p
7.563,4.942,4.835,n
0.994,6.259,6.148,p
4.010,3.942,0.053,p
1.215,1.586,7.403,n
4.143,0.083,4.261,p
1.222,5.308,1.235,p
0.151,3.741,0.733,p
0.756,6.264,0.964,p
5.978,1.059,1.818,p
4.205,2.412,6.688,p
5.005,0.444,3.474,n
7.860,6.485,9.192,p
6.170,8.710,9.331,n
1.783,0.458,5.722,p
7.649,5.820,0.430,n
9.659,4.472,6.117,n
9.529,7.809,2.590,n
8.191,6.543,9.545,n
2.832,2.696,0.798,p
4.441,1.662,4.209,p
1.704,0.862,5.644,p
6.212,6.634,4.909,n
2.326,0.103,2.691,p
2.810,1.843,2.880,p
3.451,4.105,7.610,p
5.855,2.722,0.742,n
3.473,0.079,1.432,p
3.892,5.666,7.996,n
0.046,3.698,4.305,p
5.634,4.260,7.655,n
6.389,2.737,8.822,n
6.379,7.447,3.386,n
9.717,4.748,5.287,p
0.502,4.864,9.942,p
1.229,5.964,9.223,p
7.433,2.613,7.050,n
2.728,0.818,2.518,p
6.760,0.074,4.102,p
7.769,5.821,3.634,n
4.183,2.842,2.570,p
2.543,9.156,3.733,n
1.323,3.404,7.436,p
6.139,0.739,5.487,p
3.506,6.887,6.428,p
3.124,4.513,4.699,p
5.562,0.470,0.977,p
0.906,1.251,3.911,p
3.225,3.243,3.538,p
4.752,5.745,9.839,n
5.442,9.307,6.058,n
7.672,0.271,2.694,p
7.851,9.596,7.118,n
7.164,1.762,5.764,n
4.814,1.962,7.952,p
1.638,2.222,6.131,p
4.541,4.624,2.725,p
2.534,1.278,8.050,p
4.584,0.393,7.132,p
2.111,3.313,4.486,p
7.865,0.381,9.149,n
9.333,4.080,8.401,n
7.138,6.777,0.919,n
5.371,9.295,6.857,n
4.359,0.949,6.587,p
3.375,3.241,2.181,p
4.982,7.859,2.924,n
3.251,1.507,1.318,p
0.152,6.676,7.731,p
2.552,4.772,3.603,p
2.132,5.814,8.477,p
1.321,1.686,8.861,p
1.320,6.020,6.553,p
8.687,0.351,5.785,n
5.126,9.581,5.645,n
8.557,7.490,0.924,n
2.216,0.215,0.452,p
0.898,6.573,1.196,p
6.943,0.846,2.359,p
0.596,6.915,8.877,p
7.736,8.147,5.422,n
3.436,9.691,8.796,p
5.661,1.950,4.049,p
9.126,2.085,6.459,n
0.938,1.886,8.507,p
5.246,7.594,4.587,p
7.630,4.493,4.341,n
4.605,2.594,7.535,p
2.754,4.211,6.461,p
6.061,5.278,9.601,n
6.757,0.073,1.217,p
3.345,7.563,2.382,n
2.039,0.972,2.509,p
2.461,2.762,1.069,p
7.373,0.108,7.928,p
2.505,2.986,3.254,p
2.098,7.135,2.540,n
7.254,1.554,6.000,n
8.598,3.095,7.615,n
1.029,9.485,6.182,n
8.863,6.135,1.718,n
7.777,3.443,1.588,n
9.798,5.367,1.721,n
8.223,2.256,2.373,n
0.921,3.997,7.685,p
2.144,3.813,6.882,p
2.752,2.104,3.312,p
2.405,3.861,8.332,p
7.323,0.377,8.646,p
6.910,6.254,6.350,n
6.196,0.729,5.510,p
3.116,2.856,2.636,p
0.876,4.337,1.821,p
2.306,4.962,1.550,p
0.494,0.497,6.381,p
5.495,3.418,3.374,n
3.858,2.143,8.626,p
6.973,4.203,9.346,n
9.876,5.216,8.799,n
2.403,0.414,8.096,p
5.052,4.599,3.122,n
2.081,5.462,3.254,p
6.121,0.268,9.450,p
8.345,5.836,0.533,p
5.052,4.193,2.633,n
5.252,2.014,0.595,n
9.339,4.794,3.967,n
8.946,8.267,2.653,p
5.197,1.701,8.676,p
9.341,0.945,0.030,n
4.680,0.970,8.999,p
2.565,1.791,3.262,p
2.572,8.378,0.691,n
3.621,2.869,1.527,p
1.765,3.681,9.220,p
5.778,0.887,7.562,p
2.814,2.811,7.382,p
8.063,2.635,5.055,n
3.399,6.211,8.412,n
4.567,5.095,9.521,n
1.099,0.071,3.007,p
3.196,8.208,4.208,n
0.624,7.224,8.610,n
4.082,1.979,7.691,n
7.264,8.444,8.613,n
0.558,8.267,4.729,n
6.875,8.029,0.588,n
0.850,7.679,4.174,n
4.395,2.247,1.004,p
7.268,5.263,5.538,n
3.662,9.306,1.720,p
7.284,9.554,3.603,n
4.347,7.115,9.881,n
3.543,1.015,0.233,n
6.396,0.068,3.066,p
5.763,4.534,0.026,n
5.216,0.598,3.536,p
6.856,2.471,6.130,n
3.688,4.494,8.208,p
8.315,8.523,8.534,n
7.004,4.445,6.166,p
1.167,6.486,6.904,p
2.006,1.565,4.741,p
7.576,1.233,1.565,n
1.247,9.698,0.357,n
2.061,2.237,0.769,p
8.939,6.850,0.491,n
1.261,3.558,3.128,p
1.255,5.826,7.080,n
8.747,3.760,8.829,p
4.273,3.167,1.960,p
0.118,5.720,0.839,p
5.520,3.231,6.600,n
3.872,2.347,3.318,p
8.682,9.173,3.013,n
0.307,1.379,5.868,n
5.239,5.240,7.954,n
5.360,7.940,4.157,n
7.468,7.207,8.511,n
3.292,7.872,1.119,n
7.534,4.727,9.606,n
2.642,1.852,3.262,p
0.853,7.038,2.664,p
9.916,2.301,7.047,n
2.641,0.091,5.581,n
1.460,0.540,8.144,p
0.043,1.151,3.498,p
0.397,4.492,3.175,p
4.831,2.087,0.563,p
0.430,4.908,7.757,p
2.001,3.050,5.210,p
3.755,2.728,2.185,p
0.519,4.719,3.161,p
3.848,6.234,4.904,n
3.725,2.583,2.618,p
0.962,9.809,6.019,p
8.820,4.043,6.231,n
9.427,5.703,2.482,n
2.687,8.717,5.884,n
3.737,9.706,3.415,n
0.019,7.960,2.789,n
8.904,1.815,2.274,n
0.069,4.973,1.086,p
9.755,0.114,7.808,n
8.834,7.060,9.743,p
3.494,0.337,7.731,p
0.901,2.701,8.743,p
4.823,6.834,6.533,n
3.124,1.196,3.018,p
0.662,1.028,3.765,p
0.655,0.607,7.265,p
3.220,6.293,5.568,p
3.085,1.843,1.615,p
9.176,8.898,2.139,n
9.396,7.538,2.301,n
5.942,0.936,3.437,p
7.118,7.047,1.944,n
0.128,4.635,5.987,p
6.940,7.304,8.442,n
4.322,0.931,9.240,p
5.540,4.036,8.329,n
8.211,2.082,0.258,n
4.930,1.427,9.729,p
6.325,7.643,1.338,n
3.324,0.076,1.543,p
6.671,1.906,1.383,n
4.938,1.882,1.855,p
0.056,6.523,8.469,p
3.066,4.505,2.276,p
7.722,4.556,0.251,n
7.168,5.713,8.423,p
2.082,4.204,0.570,p
1.586,5.941,7.254,p
3.279,7.513,8.248,n
5.934,3.877,9.814,n
4.196,6.875,6.446,p
5.844,6.496,6.049,p
3.444,0.239,3.422,p
0.318,7.205,9.620,p
8.816,3.477,3.034,n
2.835,2.493,0.910,p
3.899,0.287,8.483,p
0.703,3.010,5.332,p
3.639,4.346,5.734,p
3.523,1.041,0.644,p
5.482,9.540,8.379,n
7.563,0.477,8.483,n
4.801,4.904,2.342,n
4.338,4.230,8.307,n
3.437,3.703,0.644,p
1.367,0.296,3.608,n
9.764,3.195,1.666,n
1.932,1.218,2.449,n
7.884,4.242,0.407,n
4.607,2.695,7.621,p
7.921,1.052,1.257,n
7.838,3.310,3.325,p
4.732,0.352,0.906,p
7.461,3.950,2.157,n
6.323,2.103,4.754,n
1.078,1.736,2.060,p
6.549,8.362,4.589,n
8.296,3.767,4.936,n
1.667,4.765,1.879,p
3.874,3.210,7.498,p
7.059,3.427,4.034,n
8.459,6.354,9.007,p
3.463,7.008,2.418,n
8.632,8.097,9.059,n
0.823,9.270,9.923,n
0.289,0.358,0.743,n
2.692,3.919,5.801,p
5.896,9.103,3.833,n
7.589,4.528,3.029,n
0.461,0.404,0.810,p
3.317,0.299,4.657,p
0.805,0.963,8.559,p
4.691,9.949,1.411,n
2.527,1.078,1.723,p
2.088,0.612,1.901,p
2.538,4.343,0.238,p
6.578,4.073,0.062,n
3.837,8.554,9.997,n
4.279,9.653,5.291,n
8.770,9.597,4.265,n
4.669,2.283,9.598,p
4.721,8.956,2.836,n
6.154,9.935,7.962,n
1.827,6.456,3.591,p
7.646,2.913,1.209,n
0.943,5.065,9.784,p
1.793,5.756,7.440,p
4.666,8.487,2.161,n
0.981,3.030,6.247,p
3.588,4.063,3.068,p
3.145,4.813,6.586,p
2.102,4.079,6.935,p
6.903,0.963,0.408,p
2.022,5.324,1.249,p
1.320,1.932,6.937,p
1.253,3.808,7.493,p
8.852,3.849,7.326,n
9.252,0.066,8.210,n
9.237,9.832,6.022,n
1.129,6.749,6.410,p
9.607,2.289,0.933,n
0.023,6.234,5.217,p
1.399,0.255,4.940,n
7.136,0.273,9.763,p
4.990,0.142,1.630,p
5.762,5.855,5.557,n
3.484,9.698,5.565,n
4.328,5.116,0.239,n
3.234,4.636,4.918,p
3.113,4.495,1.228,p
3.561,7.554,8.387,n
9.077,3.913,6.630,n
7.357,9.129,2.196,n
5.324,7.561,2.137,n
3.005,2.307,1.167,p
9.874,0.123,8.632,n
1.262,5.606,3.335,p
4.518,9.877,7.700,n
4.915,4.992,6.254,n
3.926,9.116,1.364,n
7.206,8.501,8.903,n
9.791,5.014,1.753,n
4.502,2.328,9.436,p
2.188,2.464,9.644,p
0.619,4.827,0.305,p
7.334,7.326,3.689,n
0.218,0.449,8.539,p
0.778,1.389,2.573,p
5.037,7.585,8.409,n
0.071,6.493,4.394,p
7.627,5.993,2.750,n
2.063,1.227,4.460,p
8.593,6.624,8.843,p
2.685,0.396,8.253,p
5.248,9.864,5.723,n
6.746,0.931,8.078,p
1.049,2.494,5.338,n
4.225,9.849,1.553,n
0.916,4.554,4.828,n
2.239,5.431,4.349,p
1.473,7.203,5.446,n
9.250,1.735,2.013,n
4.102,3.229,9.284,p
3.276,2.030,1.984,p
6.985,5.870,5.024,n
9.671,6.651,1.336,n
3.611,7.016,8.221,n
1.428,0.561,6.215,p
6.367,8.108,0.278,p
0.916,5.565,5.862,p
0.940,0.957,8.198,p
4.770,5.173,1.407,p
6.459,0.643,2.406,n
3.789,7.993,4.630,n
9.382,7.809,0.621,p
4.794,1.619,1.726,p
3.361,3.683,9.827,p
6.087,9.314,6.063,n
4.299,6.734,0.759,n
8.485,1.916,2.611,p
3.804,1.645,3.354,p
4.532,1.215,8.899,n
0.916,2.275,1.309,p
0.065,6.119,4.719,p
5.882,6.208,6.993,n
6.680,7.317,2.367,n
7.840,7.042,9.211,n
2.620,0.756,3.823,p
7.243,8.677,9.572,n
9.088,2.065,9.211,n
0.371,3.462,6.041,p
9.684,0.213,5.661,n
0.651,5.358,6.302,p
9.924,0.610,2.269,n
1.213,0.570,7.815,n
4.203,0.501,0.309,p
4.841,0.960,3.690,p
0.846,1.482,6.942,p
6.729,6.937,0.704,p
0.398,8.737,6.396,n
1.217,1.523,4.848,n
0.759,1.854,2.883,p
2.710,1.860,0.657,n
1.179,1.278,7.811,p
7.119,4.488,5.406,n
6.067,0.422,3.608,p
0.753,2.794,3.771,p
0.243,0.722,5.197,p
0.691,2.563,8.285,p
4.550,3.470,7.370,n
3.581,0.551,1.388,p
3.729,1.515,6.247,p
8.044,2.358,1.101,n
1.881,0.135,7.357,p
2.982,4.770,0.425,p
1.135,5.073,6.218,p
0.751,0.841,1.806,p
8.911,3.387,4.111,p
4.574,2.865,1.531,p
5.296,0.223,2.227,n
1.552,1.938,0.253,p
4.458,1.074,6.787,p
0.172,3.909,7.176,p
7.709,0.231,7.520,p
2.867,0.193,5.737,p
0.545,9.846,2.203,n
8.992,7.391,1.998,n
1.926,1.421,1.690,p
1.303,8.204,4.180,n
5.597,2.291,7.244,p
7.879,3.284,5.752,n
8.200,1.898,3.758,n
0.148,2.654,4.176,p
3.084,3.484,7.410,n
9.528,3.170,5.577,n
7.709,1.808,9.028,n
3.492,0.335,2.414,p
5.802,6.640,0.566,n
9.034,4.604,0.803,p
2.743,2.722,8.363,p
5.569,4.972,9.788,p
3.268,4.431,3.765,p
8.264,8.001,1.951,n
0.857,6.379,6.855,p
6.731,1.239,9.278,n
6.364,0.136,5.007,p
1.582,0.394,9.261,p
3.238,2.690,5.266,p
4.261,3.862,3.694,n
4.092,4.419,8.383,n
7.218,3.764,3.151,n
1.874,2.926,2.723,p
0.049,0.039,0.416,p
1.383,6.242,3.770,p
7.601,8.501,5.225,n
2.640,3.957,5.262,p
2.037,8.821,9.456,n
3.414,5.747,5.733,n
8.217,7.788,8.284,n
4.405,8.974,3.315,n
1.826,7.778,1.455,n
2.137,1.350,0.873,p
0.073,5.090,6.026,p
4.798,8.128,4.146,n
6.802,8.945,8.872,n
8.799,6.960,3.064,n
1.876,7.323,6.394,n
4.708,4.089,8.884,n
2.177,2.775,3.029,p
3.695,2.258,9.396,p
2.361,3.033,8.177,p
6.300,1.303,4.567,p
1.512,3.890,9.081,p
0.207,1.091,8.722,p
8.202,0.980,1.209,n
9.117,4.681,7.889,p
3.479,7.729,2.866,p
9.837,9.752,8.865,n
0.154,0.909,0.672,p
9.384,5.523,8.615,n
