@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
2.951,0.728,5.450,p
5.745,0.093,1.884,p
6.510,4.251,9.177,n
6.995,1.515,5.248,n
9.167,9.018,2.639,n
0.771,1.996,1.583,p
5.372,5.263,0.722,n
1.016,3.858,0.265,p
1.448,9.404,3.620,n
4.423,3.271,8.399,p
5.150,6.393,9.940,n
7.571,1.804,8.918,n
2.840,1.738,5.071,p
2.181,3.720,9.494,p
5.055,4.331,0.984,n
8.841,9.930,6.878,n
1.500,3.684,0.474,p
0.407,8.974,8.481,n
3.519,4.506,5.430,n
3.036,5.123,5.492,n
1.749,6.263,1.324,n
2.775,3.052,2.340,p
2.890,2.882,5.329,p
3.992,1.925,7.579,p
1.413,6.101,1.895,p
5.866,7.971,9.705,n
1.515,8.473,8.959,n
3.338,1.756,4.391,p
1.726,4.990,7.109,p
6.655,6.409,8.969,n
1.673,3.774,7.180,p
2.219,2.917,1.453,p
9.104,7.566,9.662,n
1.778,0.384,4.130,n
8.486,5.997,6.363,n
8.214,2.930,2.222,n
4.890,2.579,0.581,n
9.534,2.190,0.811,p
5.370,5.811,9.190,n
0.595,8.046,6.576,n
1.509,5.796,5.922,p
4.298,7.919,4.550,p
2.335,9.982,6.683,n
0.111,3.558,0.021,p
1.771,2.444,3.058,p
9.491,7.212,9.542,n
4.958,7.221,7.761,n
8.010,6.952,3.736,n
6.777,8.079,0.071,p
6.065,1.141,7.925,n
2.365,2.875,7.952,p
3.686,3.200,6.812,p
4.120,1.676,4.708,p
7.087,2.687,2.654,n
4.960,0.070,0.628,n
0.190,4.915,5.157,n
1.736,5.879,6.549,p
7.117,1.197,2.410,n
7.516,7.101,1.367,n
7.166,7.155,3.210,n
4.418,6.368,9.826,n
1.758,1.300,2.094,n
5.724,2.113,8.247,p
3.336,3.617,8.174,p
0.068,4.247,4.449,n
3.924,7.692,8.834,n
3.421,4.499,1.950,p
0.116,4.217,2.280,p
3.489,1.561,0.276,p
8.918,8.117,1.817,n
1.923,7.472,3.764,n
7.219,9.771,4.469,n
2.711,4.739,4.606,p
1.033,7.868,9.593,n
4.107,3.694,4.533,p
6.589,0.053,3.533,p
2.418,2.850,3.752,p
1.453,8.996,5.133,n
6.023,0.531,1.498,p
5.350,3.397,0.576,n
2.624,3.612,0.073,p
6.156,0.408,8.285,p
0.637,5.655,1.295,p
2.895,2.086,4.205,p
7.819,3.227,4.710,n
6.782,2.121,6.575,n
3.843,3.244,7.366,p
1.674,5.322,0.943,p
8.539,1.759,3.644,n
2.876,4.685,7.102,p
8.351,3.484,4.294,p
3.318,0.608,9.108,p
0.111,1.593,6.133,p
5.747,3.413,9.905,n
7.160,7.053,5.162,p
9.346,3.997,5.470,p
7.900,4.737,7.954,n
2.936,3.999,7.572,p
0.058,3.074,5.155,p
5.189,0.587,0.098,p
2.758,3.711,4.182,p
1.188,0.904,8.144,p
6.962,2.736,3.186,n
2.548,0.215,6.098,n
3.897,3.128,1.111,p
3.298,1.436,0.434,p
0.381,5.562,3.070,p
9.464,0.105,3.978,n
6.074,8.332,6.500,n
5.305,2.201,2.547,p
2.329,3.478,2.874,p
1.753,5.069,2.279,p
9.293,8.865,3.798,n
7.542,8.230,8.829,n
7.808,0.873,6.572,n
3.012,2.009,4.724,p
4.069,9.531,2.305,n
4.775,1.331,2.202,p
6.293,6.951,1.626,n
0.104,0.795,8.837,p
9.735,3.240,3.852,p
4.365,1.391,8.705,p
1.693,3.421,0.035,n
0.606,0.136,5.150,p
2.255,7.527,6.785,n
9.282,9.700,3.075,n
1.107,3.779,3.113,p
5.472,0.954,0.798,p
1.733,0.136,3.216,p
9.878,1.861,7.551,n
5.256,0.255,9.355,p
8.739,6.488,6.470,n
8.682,7.980,1.647,n
6.208,5.842,4.271,n
6.521,6.867,2.258,n
0.231,0.246,0.178,n
0.173,0.132,1.354,p
2.806,6.291,2.849,n
2.926,6.366,2.111,n
1.068,4.244,4.578,p
5.281,4.232,3.591,n
8.883,4.076,3.046,n
3.002,0.667,8.656,p
5.859,8.017,7.464,n
1.678,0.954,2.303,p
5.635,6.645,0.104,n
0.441,2.067,0.848,p
3.160,0.612,2.550,p
8.585,3.791,8.173,n
2.922,2.662,7.967,p
4.138,3.855,0.151,p
9.966,2.890,7.533,n
5.290,1.979,2.288,p
9.479,6.365,4.969,n
8.489,6.331,2.218,n
8.492,7.809,7.095,n
0.946,5.221,5.382,p
8.218,9.536,8.856,n
1.168,2.451,0.206,p
4.300,2.401,8.154,p
1.917,7.169,1.941,n
3.076,5.552,5.462,n
5.663,0.121,0.380,p
8.971,3.959,4.441,n
7.515,8.920,0.836,n
0.036,5.455,8.159,p
3.687,8.558,6.929,n
0.011,1.295,9.590,p
0.472,9.894,1.739,n
3.484,0.553,4.725,p
8.989,5.339,8.146,n
5.050,0.834,3.830,p
8.862,8.129,9.926,n
3.400,8.542,3.038,n
0.805,5.731,7.772,p
3.277,2.887,2.262,p
3.348,6.110,3.308,n
8.090,0.134,7.721,n
0.950,5.073,7.234,n
0.923,4.231,4.185,p
3.323,1.613,4.411,p
5.993,2.724,1.363,n
1.599,2.423,4.080,n
8.299,7.978,3.915,n
3.542,4.906,3.165,n
3.727,3.170,6.224,p
1.121,4.450,8.267,n
2.828,2.901,6.033,p
0.757,4.885,4.225,n
6.504,0.045,1.223,p
9.181,5.020,8.612,n
2.190,5.265,4.181,p
2.332,4.408,3.211,p
2.193,2.056,2.639,p
6.174,9.570,9.388,n
9.976,0.269,6.999,n
7.926,2.625,7.671,n
1.493,6.628,0.117,n
0.331,4.318,3.468,p
1.375,0.401,8.105,p
3.503,6.789,8.189,n
5.185,8.423,9.111,n
3.699,9.164,4.208,n
1.436,3.155,6.348,p
1.568,9.424,0.607,n
1.255,6.655,0.253,n
2.890,9.412,2.520,n
5.673,7.678,8.146,n
2.147,4.541,9.480,p
4.640,0.475,4.759,p
2.486,7.999,8.085,p
1.495,6.508,7.175,n
2.009,5.832,1.215,p
9.250,2.613,4.761,n
1.467,3.085,2.909,p
6.599,9.926,3.158,n
3.043,2.419,4.929,p
8.038,4.233,0.418,n
9.984,6.039,2.571,n
0.324,3.248,2.402,p
9.482,7.244,9.284,n
5.679,7.412,4.412,n
8.476,7.066,7.968,p
1.658,0.075,2.446,p
1.807,2.015,1.660,p
3.191,0.136,0.379,p
2.142,5.387,9.799,p
5.318,9.533,0.491,n
4.712,1.942,8.600,p
3.312,9.747,1.088,n
0.828,4.933,8.658,p
2.391,2.698,9.136,n
9.596,3.032,2.089,n
0.074,7.044,7.405,p
6.808,9.179,2.431,n
9.731,6.266,3.191,n
5.977,8.067,8.657,n
3.893,0.755,9.404,p
6.694,8.986,6.729,n
0.602,3.530,4.646,p
4.993,2.970,0.624,p
3.977,6.368,6.142,n
7.027,9.299,7.272,n
2.713,5.045,1.731,n
8.682,4.799,8.248,n
2.631,8.531,0.676,n
5.812,0.450,0.569,n
4.764,4.213,9.339,n
0.261,7.518,6.551,p
6.694,4.319,5.724,n
1.424,7.594,8.630,n
5.097,9.626,7.089,n
3.745,9.656,2.574,n
0.155,8.622,1.585,p
7.622,8.627,2.893,n
6.874,4.562,4.121,n
2.564,5.660,0.072,n
3.773,3.933,8.803,p
6.059,4.686,2.968,n
0.584,2.067,6.751,p
1.098,2.162,0.965,p
0.033,7.584,3.495,p
2.955,4.143,3.023,p
0.512,5.418,6.161,p
2.331,0.843,5.566,p
3.753,7.960,1.598,n
7.314,4.351,8.253,n
7.459,0.437,5.847,p
8.971,2.758,5.756,n
3.201,4.333,9.376,p
0.531,2.141,9.356,p
9.052,1.997,6.232,n
4.508,0.887,8.530,n
7.803,8.690,9.423,p
4.909,8.016,1.380,n
3.071,4.393,8.729,p
3.376,8.139,4.020,n
0.501,5.492,0.988,p
7.500,4.415,9.526,p
6.694,2.761,4.257,n
4.185,7.042,7.978,n
3.790,3.531,3.359,p
1.928,2.808,4.707,p
0.602,1.117,0.260,p
6.465,8.808,3.997,n
2.807,0.710,7.152,p
9.222,7.195,6.854,n
5.781,1.576,6.274,p
4.655,0.425,0.684,p
6.899,0.936,7.641,p
4.171,4.711,5.789,n
1.200,4.545,1.818,p
5.075,9.909,6.332,n
1.445,1.555,1.337,p
3.117,0.909,3.686,p
0.653,6.555,4.037,p
1.942,1.990,8.119,p
0.625,6.807,5.564,p
5.902,1.769,3.643,p
0.427,1.435,6.108,p
4.216,3.264,8.033,p
1.193,5.609,2.217,p
9.686,9.121,4.809,n
6.424,0.157,7.648,p
7.115,3.719,3.334,n
5.480,5.375,7.250,n
1.825,8.739,8.010,n
1.453,4.529,8.627,p
3.201,6.918,7.408,n
3.252,3.404,8.457,p
3.358,1.244,2.519,p
5.016,5.609,1.894,n
1.450,1.065,2.681,p
8.776,1.556,0.161,n
3.399,1.194,4.689,p
0.781,5.075,2.388,p
4.938,9.930,6.077,p
9.300,8.364,4.112,n
7.190,2.954,7.921,n
7.853,8.474,8.039,p
7.313,2.178,1.393,n
1.116,4.301,0.168,p
1.515,9.272,7.258,n
3.469,3.767,3.728,p
5.744,1.336,5.899,n
1.882,9.567,2.879,n
2.308,0.216,3.299,p
4.294,6.843,3.093,n
2.599,0.823,8.003,p
9.526,2.682,5.683,n
7.701,2.589,4.615,n
1.977,5.650,0.186,p
0.656,5.273,5.309,p
4.828,4.795,0.665,n
3.489,7.033,2.552,n
4.355,2.806,5.303,p
5.106,5.651,8.211,n
6.322,4.149,5.032,n
3.404,9.747,2.339,n
2.561,0.623,2.685,p
3.903,5.938,2.952,p
7.848,2.804,7.180,n
9.249,7.400,6.375,n
1.259,5.097,9.027,p
6.430,0.161,8.814,p
6.862,9.642,6.466,n
8.327,1.869,5.262,n
3.468,2.056,9.506,p
5.462,4.442,1.660,n
5.511,0.036,5.904,p
9.371,1.318,3.626,n
2.486,4.807,8.434,p
0.528,6.824,3.444,p
1.405,5.056,0.797,p
5.078,1.509,2.320,p
2.464,8.832,3.689,n
3.016,4.962,5.504,p
6.897,2.944,9.277,n
1.058,2.636,4.730,p
1.385,1.170,6.766,p
1.330,7.024,8.580,n
6.235,2.825,9.106,n
2.012,5.522,1.383,p
9.822,5.560,6.439,n
4.243,6.061,3.756,n
0.314,9.931,7.497,n
5.035,2.803,2.507,p
4.203,1.430,3.766,p
6.900,0.175,9.444,n
4.469,2.932,5.361,p
8.711,6.974,1.369,n
1.355,1.653,9.533,p
8.086,4.363,0.525,n
0.031,7.498,4.242,p
0.159,6.611,8.745,p
0.006,6.365,1.485,p
0.335,0.677,9.938,p
4.666,1.327,0.767,p
5.890,0.098,4.052,p
7.974,3.612,4.403,n
1.680,4.780,1.945,p
8.078,9.433,9.520,n
0.415,4.262,3.659,p
4.634,6.784,0.053,n
0.559,7.487,9.337,n
4.245,0.170,3.315,p
3.344,0.878,3.060,n
2.101,4.282,3.732,p
9.923,2.291,3.890,n
3.647,0.492,5.625,n
7.963,3.316,3.319,n
2.501,9.355,8.107,p
5.324,0.790,2.586,p
3.656,3.676,8.566,p
6.010,5.475,9.890,n
6.440,4.321,2.290,n
7.046,9.096,4.085,n
6.316,6.914,6.034,n
7.362,5.957,5.868,n
3.952,0.197,2.050,p
0.141,3.535,3.180,p
4.143,7.796,5.238,n
5.647,3.233,4.489,n
1.504,7.083,9.642,n
6.881,8.336,0.122,n
3.851,1.817,3.904,p
6.939,0.983,3.758,p
2.910,4.113,0.193,p
1.224,4.229,7.720,p
2.058,8.307,4.865,n
9.775,1.733,7.287,n
4.986,2.303,7.760,n
0.349,9.039,1.423,n
1.743,4.539,5.208,n
5.690,9.892,3.181,n
9.402,1.470,8.818,n
6.284,0.450,2.676,p
0.795,8.194,4.247,n
5.184,4.504,3.592,n
2.291,4.175,1.038,p
7.970,9.172,6.631,n
5.872,0.787,2.188,p
5.520,8.756,2.816,n
3.711,4.500,5.251,n
6.003,6.171,6.898,n
5.316,0.816,6.334,p
2.379,5.544,1.056,p
9.429,7.568,3.175,n
3.235,0.945,5.480,p
5.635,4.192,6.609,n
6.300,1.084,3.054,p
4.426,4.948,3.883,p
1.376,3.341,2.230,p
6.238,7.837,1.255,n
9.313,3.949,7.221,n
2.081,1.163,8.601,p
1.809,0.644,8.914,p
9.368,4.157,6.234,n
9.736,9.788,1.330,p
3.301,1.466,5.898,p
2.477,1.614,2.682,p
4.127,1.796,8.586,p
2.336,4.202,8.989,p
0.146,1.497,7.091,p
6.468,4.153,4.999,p
7.348,1.139,5.850,n
2.448,2.642,5.236,p
7.803,1.751,8.616,n
3.498,2.014,9.377,p
0.641,4.131,8.252,p
2.439,2.774,5.573,p
0.753,1.748,1.898,p
0.415,5.267,6.282,p
9.387,3.028,4.971,n
0.683,1.035,3.716,p
5.458,7.686,8.585,n
3.562,1.186,6.253,p
2.467,9.655,3.314,n
9.686,1.703,0.267,n
0.837,8.566,0.689,n
1.822,9.117,3.467,n
6.068,1.229,5.887,p
2.395,4.845,7.435,p
3.100,4.591,1.845,p
1.297,7.948,2.142,n
4.430,8.820,2.911,n
1.901,9.350,7.799,n
4.820,6.065,2.559,n
5.824,6.690,2.325,n
0.020,2.457,0.987,p
3.857,3.724,1.156,p
2.636,0.185,9.263,n
1.617,5.102,1.798,p
1.046,6.032,4.090,p
7.284,6.370,0.158,n
0.190,9.083,5.725,n
3.616,0.502,3.058,p
1.741,9.758,2.578,n
2.370,8.438,1.038,n
1.656,2.580,4.423,p
0.132,0.505,3.757,n
5.615,0.025,4.464,p
9.762,9.740,5.942,n
7.125,7.650,9.416,n
5.928,1.743,6.815,n
8.897,2.081,8.619,n
6.524,2.138,4.680,n
9.891,6.985,7.462,n
3.183,3.522,0.860,p
3.269,0.405,4.950,p
8.518,8.157,7.764,n
3.910,4.749,6.951,n
4.564,7.461,6.832,n
5.943,2.108,4.415,n
7.450,2.761,4.328,n
6.535,5.802,0.966,n
7.455,1.168,1.788,n
4.597,7.987,0.639,n
5.925,2.258,6.918,n
2.534,4.563,4.503,n
6.309,7.082,6.432,n
3.534,7.521,2.230,n
9.677,6.973,2.345,n
5.102,2.774,1.388,p
4.277,0.258,5.831,n
2.200,1.938,8.142,p
0.272,4.374,2.879,p
9.953,0.667,7.350,n
0.565,1.998,2.838,p
3.867,8.063,9.820,n
4.496,5.935,3.092,n
3.043,4.967,4.362,n
0.478,1.806,3.188,p
5.167,7.272,2.507,n
4.499,3.271,8.335,p
3.024,2.214,1.333,p
7.480,8.388,4.305,n
2.574,9.325,0.804,n
9.053,8.573,0.622,n
2.598,4.882,0.548,p
5.661,2.636,7.611,p
2.660,5.147,7.160,p
5.214,5.710,8.355,n
8.833,7.169,1.369,n
4.937,5.576,4.849,n
3.669,3.687,0.032,p
9.490,3.034,8.445,p
6.061,0.956,9.100,p
1.693,0.573,3.082,p
0.475,3.737,9.783,p
3.760,0.367,7.163,n
5.277,9.344,2.747,n
3.958,3.127,2.004,p
2.284,5.772,8.467,n
5.082,0.978,2.472,p
0.467,5.734,9.483,p
0.611,3.413,5.430,p
4.450,3.115,4.154,p
0.223,7.516,9.409,n
8.372,4.495,7.698,n
6.459,3.838,2.758,n
4.734,7.398,0.850,n
0.102,0.647,0.011,p
8.787,2.397,2.864,n
7.038,7.905,8.316,n
8.502,0.104,5.026,p
2.000,1.051,4.549,p
1.397,8.378,1.462,n
3.017,2.942,1.896,p
3.363,2.306,6.886,p
6.497,1.646,3.296,n
4.694,1.364,3.458,p
2.008,4.403,5.713,p
1.624,4.821,6.445,p
7.563,4.996,8.831,n
8.939,3.747,9.859,n
7.931,8.164,0.184,n
4.375,1.423,7.620,p
1.981,3.837,8.684,p
5.153,9.803,0.963,n
0.262,9.795,6.152,p
9.337,1.329,6.168,n
7.367,4.078,8.110,n
6.862,7.516,1.886,n
2.413,0.247,8.235,p
8.889,6.672,0.284,n
4.036,9.822,6.396,n
6.764,7.316,0.369,n
1.855,4.586,2.364,p
1.596,4.789,7.213,p
4.218,8.444,6.131,n
3.833,3.517,4.345,n
2.321,8.879,9.831,n
5.607,4.217,8.919,n
7.886,2.713,8.954,n
3.024,3.375,3.582,n
3.798,4.754,0.828,n
5.900,3.454,2.584,n
1.714,5.979,7.470,p
8.327,1.121,7.718,n
9.576,0.475,7.301,n
8.204,2.362,4.301,n
0.804,3.700,8.916,p
8.625,1.815,6.802,n
1.971,3.298,5.583,p
6.725,7.735,3.779,n
7.050,0.512,3.703,p
2.947,0.094,2.009,p
3.978,3.577,9.414,p
9.656,4.826,8.076,n
8.249,9.633,3.236,n
2.901,7.220,2.480,n
0.238,0.864,4.832,p
2.254,5.333,0.390,p
7.182,5.819,2.849,n
3.586,2.452,7.469,p
8.721,6.304,2.483,n
1.652,5.542,2.024,p
9.911,4.974,9.244,n
2.697,2.361,5.263,p
2.797,3.108,6.024,p
2.367,1.695,8.111,p
0.242,5.207,2.193,p
8.891,4.798,3.591,n
6.568,8.030,7.625,n
6.763,0.491,0.226,p
4.621,2.391,6.378,p
5.608,2.593,0.072,n
2.078,1.299,5.998,p
4.786,1.806,1.515,p
6.025,0.129,0.034,p
5.417,3.110,3.859,n
7.731,6.096,4.698,n
5.262,9.465,1.806,n
0.623,9.172,8.225,n
0.876,3.725,1.441,p
3.213,0.090,4.080,n
2.052,1.242,7.865,p
1.887,2.821,9.020,p
1.258,9.176,9.566,n
2.543,6.290,7.434,n
2.221,0.587,7.073,p
2.214,3.461,1.362,p
5.794,4.113,0.686,n
4.257,0.183,6.801,p
9.106,4.504,4.054,n
9.730,6.362,8.106,n
7.291,3.560,4.072,n
6.822,9.808,3.412,p
6.779,0.195,1.422,p
1.810,3.124,4.594,p
8.929,0.857,0.869,n
3.564,2.511,5.743,p
2.322,4.875,9.732,p
7.368,6.350,0.684,n
8.010,9.188,5.797,n
6.325,8.610,8.301,n
9.770,3.925,9.235,n
9.334,6.841,6.589,n
3.620,1.614,1.492,p
5.466,2.843,3.923,n
7.978,0.629,5.616,n
9.135,4.272,8.614,n
3.258,0.660,8.443,p
3.558,4.054,9.786,p
0.944,5.386,7.881,p
5.241,2.611,8.975,p
5.517,7.383,2.766,n
0.153,5.771,4.880,p
1.707,6.541,6.867,n
2.330,1.679,4.938,p
0.209,6.061,5.652,p
0.695,5.172,7.956,n
3.386,6.498,6.054,n
3.730,7.987,5.497,n
1.370,6.006,0.541,p
4.594,0.714,8.011,p
0.762,2.477,0.834,p
5.544,9.828,8.122,n
9.130,3.102,7.330,n
9.986,8.801,3.787,p
5.109,8.526,0.583,n
7.280,0.555,2.338,n
0.852,4.108,1.854,p
1.473,3.280,4.665,p
2.264,5.950,6.947,n
4.429,0.891,5.452,p
2.507,7.571,8.593,n
2.175,1.142,5.634,p
1.731,5.331,6.932,n
0.350,4.223,6.264,p
4.407,9.820,1.535,n
0.100,0.908,5.303,p
3.390,1.757,5.292,p
1.807,4.966,3.296,p
8.457,8.487,2.711,p
3.879,3.469,7.841,n
2.342,3.450,5.055,p
8.932,8.745,7.468,n
6.703,5.943,9.381,p
