@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
1.313,2.613,4.618,p
3.704,8.459,0.741,n
0.522,2.656,6.313,n
0.107,3.035,7.625,p
1.455,2.951,5.727,p
2.244,4.675,6.010,p
9.826,4.261,0.088,n
6.706,9.783,9.829,n
1.373,9.676,9.944,n
6.649,0.594,0.041,p
7.637,4.340,1.294,n
0.221,9.233,9.964,n
8.041,1.269,9.835,n
2.958,7.203,1.031,n
2.124,4.719,8.147,n
8.995,7.942,4.388,p
5.983,4.515,7.300,p
5.591,4.443,5.307,n
6.310,5.998,1.496,n
7.780,0.974,3.320,n
1.317,9.187,6.344,n
0.437,8.740,8.165,n
2.248,2.272,9.020,p
2.969,9.631,0.059,n
8.365,8.108,6.359,n
3.376,7.231,1.686,n
8.126,5.072,7.563,n
0.351,4.003,2.115,p
3.501,2.383,4.327,p
1.763,9.622,1.551,n
6.751,8.735,6.415,n
5.680,3.051,3.084,n
3.073,2.014,2.004,p
1.559,3.785,4.631,p
3.307,6.027,5.278,n
1.516,5.179,9.471,p
6.987,7.887,0.589,n
1.151,0.407,2.983,p
1.362,0.098,7.587,p
3.668,3.699,0.858,p
5.673,9.290,1.270,n
5.183,2.232,5.559,p
0.352,2.451,3.336,p
1.914,5.025,6.922,p
7.285,1.192,5.545,p
6.333,1.181,7.722,p
2.703,3.067,4.942,n
2.668,7.594,4.514,n
1.678,0.654,7.786,p
2.839,4.074,1.383,p
2.753,2.952,0.750,p
4.048,1.093,4.571,n
5.590,0.006,0.505,p
7.134,8.191,0.617,n
6.119,5.465,6.567,n
3.374,0.624,0.658,p
6.067,1.185,1.201,p
0.527,3.317,5.399,n
2.803,9.943,3.393,n
3.711,3.243,4.080,p
2.863,6.335,0.973,n
2.472,4.145,0.387,p
4.357,7.823,5.941,n
1.035,0.517,5.891,n
8.595,6.403,7.351,p
3.523,8.005,3.164,n
6.491,6.837,9.031,n
4.056,2.133,1.166,p
4.354,2.013,9.991,p
1.839,3.596,8.670,p
4.541,1.818,7.927,p
0.989,6.427,7.444,p
0.343,6.052,8.384,p
5.405,0.152,7.909,p
2.117,1.159,6.476,p
4.791,7.398,0.439,n
8.722,8.241,8.781,n
5.850,9.228,2.601,n
5.062,7.374,5.147,n
9.931,9.691,0.730,n
5.376,4.870,2.830,n
2.468,0.416,7.533,p
6.825,0.311,9.716,p
0.835,2.734,2.608,p
4.350,1.209,3.410,p
1.612,9.530,6.861,n
1.390,5.097,8.234,p
0.563,8.692,7.840,n
3.047,3.476,3.155,p
2.473,0.554,2.928,n
5.818,5.360,8.795,p
4.250,0.110,4.323,p
8.340,7.417,3.583,p
9.095,1.748,8.442,n
4.162,7.834,4.435,n
8.924,7.300,4.737,n
0.741,3.601,9.804,p
1.425,4.051,5.548,p
2.153,9.527,5.463,p
0.643,4.823,4.329,n
5.237,8.693,6.315,n
2.461,0.961,6.010,p
1.857,4.726,7.850,p
1.589,1.425,7.388,p
4.227,6.764,2.436,n
9.634,5.323,1.456,n
5.828,7.677,6.639,n
2.616,2.394,7.010,p
1.441,0.411,7.390,p
3.123,1.451,9.143,p
2.549,0.991,9.299,p
7.615,8.777,4.967,n
3.968,0.787,2.620,p
6.998,1.105,6.870,n
5.734,0.278,7.750,p
4.574,7.364,0.403,n
5.349,3.660,7.425,n
7.836,5.056,8.648,n
2.977,1.869,6.826,p
0.660,3.093,4.345,p
0.095,3.769,8.245,p
7.701,8.832,0.178,n
0.866,1.512,9.556,p
2.731,2.161,3.832,p
9.615,3.353,3.768,n
9.032,5.968,0.302,n
4.991,2.344,9.968,p
4.696,2.377,1.833,p
0.059,6.099,7.716,p
4.296,3.072,2.959,p
6.978,6.268,3.828,n
1.933,0.685,7.147,p
5.879,1.689,8.489,p
0.780,6.783,1.040,p
8.698,0.417,8.986,n
8.348,3.136,8.534,n
9.328,9.758,4.061,n
1.792,5.971,4.975,p
2.774,4.366,4.455,p
1.427,5.377,5.447,n
8.427,7.377,2.219,n
5.504,9.296,0.754,n
7.596,4.984,9.364,n
9.500,8.304,9.334,n
0.721,3.063,3.514,p
4.564,2.002,4.321,n
1.370,0.160,2.758,n
5.493,0.464,4.303,n
3.140,3.645,6.681,p
7.953,9.822,0.567,n
2.508,1.278,3.922,p
5.430,9.519,3.436,n
1.358,3.744,4.446,p
1.911,5.849,6.064,p
2.697,7.909,3.525,n
0.826,1.513,2.829,n
0.098,0.520,1.473,p
0.855,3.393,2.795,p
8.315,3.355,4.855,n
5.638,7.830,5.724,n
5.542,2.482,2.200,n
7.394,5.610,1.883,n
2.097,4.434,7.994,p
3.529,4.156,5.277,p
4.698,8.416,0.090,n
3.723,4.932,8.297,n
9.952,9.914,4.039,n
4.108,0.430,0.210,p
9.164,3.494,7.568,n
6.211,2.528,2.866,n
3.841,0.213,5.281,p
4.721,8.053,1.761,n
2.105,2.330,8.292,n
0.771,4.578,2.309,p
7.984,0.639,6.896,n
8.047,9.088,5.907,n
4.852,0.540,3.517,p
8.483,5.034,9.852,p
9.762,5.340,7.445,n
5.537,6.065,1.212,n
9.060,2.421,5.347,n
1.820,1.002,6.753,p
6.106,0.723,4.307,p
6.103,0.903,7.970,p
7.645,7.944,5.477,n
9.877,3.985,3.833,n
1.974,0.578,9.078,p
0.332,1.701,0.530,p
3.127,7.294,7.053,n
9.228,4.963,5.812,n
6.684,4.475,7.334,n
4.275,0.421,2.955,p
0.646,2.825,6.820,p
0.748,1.680,7.342,p
6.159,3.506,3.725,n
1.632,4.366,4.303,p
5.114,2.080,8.089,p
6.781,0.535,4.114,p
0.063,1.789,4.218,p
2.755,1.690,5.454,p
1.866,1.106,2.613,n
1.892,4.106,7.935,p
3.337,3.230,6.960,p
9.644,9.534,7.162,n
5.799,5.310,8.076,n
2.202,3.244,1.994,p
2.558,7.045,3.648,n
5.981,2.220,1.176,n
2.135,5.951,4.745,n
7.567,2.144,3.206,n
4.167,6.033,5.841,n
1.648,9.898,7.155,n
2.503,2.855,1.101,p
8.137,1.641,2.715,n
9.149,6.796,7.439,n
0.687,3.749,0.809,p
3.512,0.874,5.572,p
7.672,1.328,7.503,n
2.842,4.863,8.344,p
7.814,2.134,6.017,n
3.267,5.285,0.358,n
6.932,0.903,4.521,p
6.396,7.252,7.838,n
