@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
8.875,2.017,8.285,n
3.755,2.706,2.648,p
0.218,1.023,4.118,p
9.646,6.729,4.212,n
4.130,0.704,4.528,p
5.321,8.164,4.008,n
3.766,2.649,2.502,p
9.683,3.423,8.063,n
2.248,1.956,9.423,p
5.008,5.293,3.376,n
0.285,4.219,5.298,p
1.830,8.796,5.966,n
6.828,6.834,0.320,n
7.780,6.949,6.819,n
0.117,5.531,3.436,p
3.954,5.989,7.557,p
3.237,5.824,6.299,n
0.782,0.514,2.677,p
0.964,6.965,2.009,p
4.211,7.047,8.164,n
2.173,1.374,5.594,p
2.802,1.807,7.544,p
4.339,1.381,3.100,p
9.593,3.320,9.632,n
4.924,3.865,7.612,n
7.442,0.864,4.653,n
7.883,6.630,9.774,n
3.935,8.350,6.123,n
0.456,4.194,4.011,p
8.183,1.721,3.773,n
2.090,7.030,1.159,n
7.584,5.326,3.339,n
9.879,2.400,6.879,n
4.378,5.337,4.047,n
5.205,0.324,8.199,p
3.508,4.794,5.940,n
1.187,3.830,6.210,p
2.432,7.959,9.634,n
3.092,6.163,2.963,n
1.201,0.476,7.806,p
2.061,9.207,3.572,n
1.224,0.632,5.629,p
1.601,0.313,3.500,p
0.862,4.953,4.586,p
5.150,1.447,5.841,p
1.228,5.146,8.103,p
3.054,2.815,0.703,p
7.416,0.319,1.372,p
0.110,4.504,4.897,p
8.197,5.472,7.315,n
7.644,7.469,6.382,n
7.678,7.826,2.985,n
1.492,5.323,9.203,p
0.512,2.510,5.955,p
2.532,0.549,4.047,p
6.091,5.092,4.481,n
4.532,6.910,5.558,n
3.329,4.420,7.678,p
7.946,3.243,1.538,n
5.608,3.055,2.731,n
5.040,7.101,4.199,n
6.850,4.660,1.206,n
5.389,5.815,6.976,n
8.875,6.043,9.013,n
6.017,7.261,6.343,n
2.012,4.563,5.565,p
0.085,5.275,6.576,n
2.420,7.421,1.966,p
4.459,9.525,6.135,n
5.792,1.604,8.804,n
6.317,0.587,1.061,p
0.451,3.300,3.722,p
9.064,6.902,8.821,n
7.007,7.634,2.217,n
4.295,2.705,1.940,p
5.346,4.374,6.535,n
1.846,6.106,6.797,p
7.822,8.207,3.493,n
6.145,3.890,0.100,n
2.868,4.119,4.178,p
4.165,9.427,5.138,n
9.570,5.964,3.714,n
2.653,2.051,9.492,p
9.323,1.851,8.468,n
7.248,2.550,5.317,n
3.706,4.150,9.861,p
9.681,8.319,6.570,n
8.486,2.140,6.267,n
6.464,5.450,0.274,n
8.154,2.841,0.355,p
5.600,0.838,4.732,p
7.096,2.253,4.063,n
2.758,6.207,0.561,n
1.847,7.980,3.979,n
0.345,9.835,4.886,n
1.783,0.254,4.754,p
4.291,1.597,0.336,p
3.877,8.323,0.815,n
1.199,2.795,7.720,p
7.872,3.791,9.944,n
8.860,3.205,0.751,n
3.154,2.602,3.703,p
2.980,2.445,0.498,p
9.270,2.349,6.977,n
3.336,6.271,3.568,p
2.058,4.007,8.817,p
5.158,0.360,8.085,p
4.681,9.035,7.650,n
7.812,7.168,5.321,p
8.896,6.001,0.374,n
0.067,9.938,5.804,n
2.378,8.619,3.617,n
8.079,5.696,5.556,n
8.323,1.847,3.925,n
7.398,9.106,7.291,n
6.370,2.262,7.742,n
7.685,4.085,1.675,n
0.040,1.524,8.890,p
2.411,4.959,2.447,p
0.149,2.893,0.911,p
2.009,3.244,8.931,p
2.494,1.895,7.823,n
2.274,1.295,8.407,p
4.564,9.151,5.780,n
3.265,4.723,1.012,p
5.162,9.469,1.180,n
4.089,2.511,5.412,p
3.339,7.622,2.989,n
2.826,7.524,7.193,p
3.448,8.439,1.135,n
6.320,2.560,0.787,n
9.027,4.381,4.598,n
9.299,4.688,5.632,n
4.210,4.118,0.692,p
4.864,2.050,7.540,n
8.837,5.406,8.362,n
5.610,3.500,6.757,n
6.683,0.006,6.427,p
6.746,1.164,1.373,p
7.480,6.309,0.497,n
6.611,0.930,2.082,p
4.220,1.150,1.586,p
2.254,3.490,7.250,p
0.146,7.191,0.816,p
2.764,4.722,8.976,p
9.832,6.189,7.680,n
8.806,1.941,0.375,n
2.507,0.736,2.270,p
4.129,0.886,2.667,p
0.313,1.549,5.960,p
4.149,2.179,2.260,p
7.093,8.052,2.977,n
9.316,3.814,0.948,n
4.499,0.736,3.566,p
5.382,9.208,8.192,n
6.157,7.944,3.980,p
6.208,8.300,8.738,n
5.043,2.332,3.189,p
3.112,4.728,4.178,n
8.713,1.225,0.723,n
5.463,0.313,4.454,p
3.638,0.603,4.392,p
0.787,5.394,4.446,p
3.598,4.452,2.723,n
2.974,0.757,0.358,p
2.588,7.032,5.357,n
1.742,4.359,0.178,p
1.035,1.169,4.581,p
9.644,3.089,0.254,n
4.834,8.867,2.414,n
4.203,2.702,0.771,p
5.332,2.893,3.840,n
9.760,5.201,7.482,n
0.042,2.924,8.097,p
5.039,6.835,9.141,n
9.495,8.640,2.061,n
8.855,5.717,7.755,n
2.339,2.819,0.879,p
0.235,4.991,7.038,p
5.221,1.591,5.427,p
1.762,3.352,4.812,p
0.056,7.546,9.520,p
1.557,1.555,2.244,p
9.567,6.090,5.121,n
6.582,9.749,3.397,n
5.624,0.586,5.859,p
5.271,2.536,8.252,n
4.234,2.668,0.010,p
7.060,6.069,2.396,n
2.768,4.661,0.856,p
3.487,3.316,6.185,p
5.136,3.816,5.464,n
0.512,6.855,6.928,p
1.581,7.704,8.215,p
4.126,1.813,2.022,n
5.028,9.795,3.704,n
4.508,0.930,4.576,p
4.751,5.644,4.922,n
5.486,9.963,1.593,n
4.681,2.137,7.456,n
5.805,1.207,0.283,p
3.376,3.865,2.608,p
0.131,2.244,9.613,p
9.090,1.158,7.106,n
1.097,6.392,5.419,n
4.550,5.963,8.513,p
7.520,4.297,3.635,n
6.013,6.646,4.864,n
0.120,6.267,0.462,p
2.642,0.935,2.853,n
2.132,2.354,1.152,p
4.069,1.010,7.241,p
7.767,5.621,7.186,n
3.575,6.807,0.382,p
1.773,2.425,8.773,n
1.968,2.827,5.258,p
6.296,1.524,2.849,p
8.571,0.236,5.419,p
3.133,0.387,1.591,p
7.748,9.133,7.288,n
4.262,3.053,3.778,p
2.797,9.508,1.447,n
7.361,6.832,6.603,n
8.320,4.947,8.913,n
7.138,2.367,7.894,p
8.092,3.171,4.704,n
3.649,0.098,9.197,p
0.269,0.742,4.992,p
7.500,8.642,0.205,p
0.679,3.700,2.433,p
1.378,3.598,0.610,p
5.848,1.387,6.471,p
5.322,7.102,0.597,n
2.600,3.990,8.914,p
1.112,6.741,4.585,p
7.304,0.011,5.564,p
9.420,3.142,4.894,n
2.900,1.929,8.493,p
2.317,4.775,0.643,p
8.711,8.038,5.263,n
8.235,7.351,3.666,n
3.450,3.478,1.894,p
4.489,1.101,8.214,p
0.571,9.843,9.905,n
4.879,3.703,0.039,n
3.002,0.154,6.487,p
1.514,1.523,3.416,p
2.327,9.119,3.068,n
2.792,0.140,8.388,p
0.338,6.191,7.844,p
6.842,9.930,2.746,n
6.152,0.784,4.990,p
4.192,6.091,1.175,n
9.098,3.497,3.366,n
5.808,9.891,7.867,n
9.641,6.952,0.623,n
4.812,5.334,9.792,n
4.662,2.378,9.214,p
0.268,4.328,1.024,n
9.516,5.222,1.886,n
5.156,5.537,2.130,p
8.766,8.866,8.257,n
3.587,2.271,9.524,p
9.813,2.297,3.673,n
1.130,6.410,6.531,p
0.668,0.872,8.646,p
6.678,8.008,7.409,p
7.676,1.911,4.478,n
0.477,4.696,4.893,n
3.863,4.543,6.239,n
5.992,6.806,9.344,n
1.370,4.812,5.717,p
2.647,1.773,3.971,p
0.799,7.017,7.523,p
1.604,3.217,7.289,p
0.591,4.234,4.019,p
1.259,8.031,0.640,n
2.657,1.112,3.811,p
1.977,5.982,8.475,p
6.423,0.649,7.648,p
1.751,3.996,8.936,p
2.756,4.099,1.350,p
6.213,6.193,0.173,n
4.884,9.931,8.642,n
2.980,0.214,5.495,n
2.191,0.516,1.621,p
2.915,3.833,3.989,p
2.845,2.581,7.130,p
3.286,5.993,3.997,n
6.212,8.709,5.239,n
1.200,6.151,2.585,n
7.315,0.143,6.862,p
0.187,1.697,3.462,p
0.325,1.615,9.759,p
1.922,8.918,7.324,n
3.413,3.471,7.798,p
4.204,1.405,1.293,p
3.975,5.260,0.013,n
6.000,2.630,6.098,n
9.123,5.414,1.051,n
2.534,3.233,6.201,p
5.208,1.758,4.632,p
2.205,3.635,6.942,p
6.357,2.289,3.107,n
2.840,5.630,1.325,n
2.223,2.894,4.032,p
0.322,9.094,6.588,p
5.925,0.799,9.102,p
1.356,4.104,8.621,p
0.695,0.938,3.708,p
2.147,4.521,8.058,n
5.638,1.835,7.369,p
7.478,6.134,5.943,n
6.974,2.570,4.662,p
4.552,0.552,3.717,p
5.193,5.264,8.976,n
2.496,8.999,5.687,n
8.953,0.654,2.962,n
1.170,7.545,5.001,n
8.218,2.210,4.894,n
4.830,0.773,7.891,p
7.280,2.529,7.622,n
0.760,2.566,7.381,p
6.377,1.825,4.783,p
0.501,6.499,7.359,p
0.213,8.899,7.482,n
2.025,0.486,8.443,p
4.370,3.530,5.680,p
3.000,1.764,5.005,p
3.817,0.725,6.005,p
9.259,1.366,1.130,n
7.469,9.394,6.983,p
0.295,6.849,0.197,p
1.525,5.373,1.461,p
2.994,2.383,3.138,p
1.316,2.576,3.196,p
5.781,3.277,1.675,n
0.722,9.942,2.056,n
3.680,4.492,9.575,n
7.227,8.605,4.683,n
3.249,1.700,2.926,p
2.653,9.435,0.800,n
6.430,8.237,0.636,n
8.483,5.634,0.678,n
4.819,8.478,9.437,n
0.440,9.098,4.926,n
0.923,9.825,7.279,n
4.372,2.251,4.858,p
6.225,2.725,8.874,n
9.647,9.465,2.697,n
7.246,1.222,4.015,n
6.163,0.536,0.850,p
2.046,0.521,5.066,p
0.637,8.254,5.110,n
1.054,6.215,1.936,p
8.555,7.797,2.437,n
0.056,6.038,4.170,p
6.295,1.403,8.864,p
4.394,1.703,8.030,n
3.855,2.503,7.974,p
0.429,5.959,2.779,p
8.585,3.394,1.257,p
0.301,2.938,3.194,p
0.546,0.215,7.243,p
9.880,0.194,3.278,p
8.838,2.010,2.343,n
3.330,3.589,4.778,n
1.550,9.201,0.475,n
0.021,7.957,6.547,p
4.004,1.393,7.502,p
5.610,2.360,1.115,p
1.475,5.789,3.675,p
3.233,2.739,4.738,p
2.257,0.138,8.454,p
4.021,2.345,0.726,p
7.852,8.825,7.802,n
2.173,3.920,0.242,p
6.744,3.381,0.967,n
2.684,6.308,2.129,n
7.210,7.234,8.996,n
0.708,1.207,3.922,p
4.551,9.034,7.919,n
1.777,0.505,5.558,p
6.319,8.648,7.204,n
9.498,3.041,7.598,n
1.240,2.666,9.927,p
5.915,9.874,1.308,n
5.177,0.744,3.129,p
6.109,5.873,2.078,n
0.441,9.166,2.445,n
5.845,1.662,2.027,n
0.511,3.947,5.093,p
3.452,6.592,8.018,n
0.548,3.750,3.308,p
2.002,3.105,7.503,n
5.063,2.257,7.132,p
8.020,1.644,0.221,n
0.836,5.184,4.234,n
5.855,9.429,1.870,n
4.898,1.303,2.068,p
6.512,5.351,9.154,n
0.661,9.552,3.793,n
9.718,4.778,7.880,n
9.309,0.799,3.312,p
0.419,3.890,5.958,p
1.830,4.118,8.540,p
4.875,2.883,9.426,p
1.777,7.737,1.520,n
0.532,5.578,7.560,p
3.577,7.263,7.400,n
2.565,4.141,5.481,p
2.476,0.693,5.252,p
5.640,3.112,5.118,n
8.520,8.472,9.771,n
8.723,6.711,1.804,n
4.189,5.511,7.495,n
9.264,9.254,6.539,n
4.211,7.045,3.707,n
2.955,5.245,3.385,n
6.685,2.543,4.574,n
1.315,1.995,2.652,p
6.761,4.083,8.818,n
2.047,5.806,8.020,p
9.960,2.949,6.892,n
1.580,6.407,5.005,n
1.168,1.706,7.269,p
5.537,4.559,7.764,n
8.073,2.097,8.360,n
4.577,3.250,8.293,p
4.538,8.242,0.832,n
2.843,4.677,4.975,p
5.667,3.852,1.828,n
0.796,9.498,7.158,n
3.817,2.058,6.623,p
5.921,1.988,6.946,n
7.451,0.157,0.849,p
2.015,4.873,2.622,p
6.947,9.801,7.992,n
0.119,2.191,1.372,p
4.881,0.775,3.055,p
2.401,8.842,8.319,n
2.840,8.277,1.828,n
7.177,8.752,0.231,n
9.808,3.952,9.602,n
5.025,4.679,8.788,n
3.887,9.475,9.936,n
1.586,3.662,4.774,p
1.493,5.885,0.364,p
9.176,2.659,2.007,n
1.025,3.548,0.515,n
1.948,1.969,7.597,p
0.126,6.769,0.896,p
2.085,4.701,7.483,p
0.065,0.861,5.139,p
0.174,3.899,5.643,p
6.253,5.512,2.516,n
2.114,4.642,3.938,p
6.098,1.841,2.150,p
4.564,3.069,1.237,p
5.052,0.474,8.928,p
4.495,0.303,0.923,p
3.493,0.912,4.960,p
6.735,2.634,8.998,n
4.271,3.310,0.199,p
6.033,3.314,6.645,n
0.709,4.574,2.993,p
2.911,1.215,9.129,p
3.247,6.589,1.258,p
2.788,0.089,1.906,p
9.355,7.809,1.107,n
2.917,4.888,8.077,p
4.850,0.884,0.735,p
6.806,5.579,6.356,n
8.078,9.080,0.276,n
1.185,8.033,2.381,n
7.636,8.546,7.661,n
4.128,1.997,1.031,p
5.649,2.142,7.819,p
0.802,6.546,9.224,n
8.067,5.035,6.610,n
0.976,0.456,9.272,n
3.884,1.440,2.943,p
9.608,6.129,9.249,n
2.483,5.228,2.623,p
0.877,5.146,4.241,p
7.825,0.793,7.534,n
2.032,2.059,3.153,p
6.748,0.023,6.340,p
0.966,9.734,6.001,n
3.929,2.970,9.637,p
3.572,9.323,3.498,n
8.573,9.849,1.401,n
2.826,4.700,4.995,p
3.352,8.469,3.905,p
8.516,2.880,1.029,n
6.591,4.755,2.511,n
8.138,8.935,4.019,n
4.927,1.193,9.680,p
6.590,9.620,3.475,n
4.098,1.704,9.456,p
5.682,2.152,0.898,p
3.411,4.007,8.559,p
0.458,4.808,3.677,p
6.970,0.928,5.620,p
2.324,2.303,8.744,p
7.345,9.235,5.768,n
9.155,6.473,3.561,n
2.522,4.893,4.415,p
9.732,7.046,6.585,n
2.441,3.967,3.433,p
2.151,0.288,1.942,p
1.430,6.526,9.692,p
1.398,9.374,7.632,n
2.483,7.090,8.129,n
6.505,0.438,2.394,p
5.336,0.000,3.359,p
1.619,3.100,6.467,n
1.836,1.365,7.445,p
0.794,2.290,1.390,p
1.766,1.823,6.665,p
2.907,8.809,5.394,n
1.570,6.170,3.365,p
1.436,0.085,5.901,p
0.658,3.038,3.494,p
9.136,7.861,7.807,n
7.800,4.429,1.270,n
3.680,0.469,5.616,p
7.869,3.261,5.138,n
5.748,1.600,6.250,p
3.221,3.320,6.135,p
7.743,4.698,1.152,n
7.618,1.373,6.700,n
1.380,8.406,3.458,n
7.550,5.953,8.055,n
6.315,3.879,3.909,n
9.032,7.539,9.907,p
0.361,1.285,1.168,p
7.795,9.496,0.695,n
1.416,9.260,9.147,n
1.130,1.895,7.680,p
5.554,8.665,0.207,n
8.811,5.546,0.615,n
9.840,0.876,4.266,n
3.659,0.301,9.170,p
6.251,3.594,3.498,n
2.791,2.187,5.701,p
8.610,8.276,7.703,p
0.743,2.009,8.818,p
2.772,5.954,7.608,n
5.769,0.986,0.160,p
4.063,7.635,3.717,n
7.116,7.567,0.656,n
4.054,8.872,3.667,n
4.001,1.194,0.042,p
1.075,2.165,7.408,p
4.932,2.202,1.601,p
5.526,6.726,1.162,n
0.444,0.235,4.735,p
9.904,5.894,5.054,p
7.850,5.160,5.438,n
6.471,0.928,5.459,p
5.566,6.058,7.768,n
3.783,2.407,0.337,p
4.445,5.157,6.890,n
8.823,5.928,4.582,n
3.874,1.189,2.426,n
4.254,4.554,2.418,n
6.258,0.456,5.350,p
7.474,5.454,4.176,n
2.280,6.325,4.239,n
8.344,6.473,9.196,n
2.636,4.130,0.350,p
0.716,2.052,0.027,p
4.716,7.261,2.895,n
2.903,1.147,6.009,p
5.700,0.480,2.542,p
2.723,7.068,8.086,p
1.418,9.514,8.734,n
9.460,1.137,0.644,n
1.652,5.035,6.243,n
1.313,2.613,4.618,p
3.704,8.459,0.741,n
0.522,2.656,6.313,p
0.107,3.035,7.625,p
1.455,2.951,5.727,p
2.244,4.675,6.010,p
9.826,4.261,0.088,n
6.706,9.783,9.829,n
1.373,9.676,9.944,n
6.649,0.594,0.041,p
7.637,4.340,1.294,n
0.221,9.233,9.964,n
8.041,1.269,9.835,p
2.958,7.203,1.031,n
2.124,4.719,8.147,p
8.995,7.942,4.388,n
5.983,4.515,7.300,n
5.591,4.443,5.307,n
6.310,5.998,1.496,n
7.780,0.974,3.320,n
1.317,9.187,6.344,n
0.437,8.740,8.165,p
2.248,2.272,9.020,p
2.969,9.631,0.059,n
8.365,8.108,6.359,p
3.376,7.231,1.686,n
8.126,5.072,7.563,n
0.351,4.003,2.115,p
3.501,2.383,4.327,p
1.763,9.622,1.551,n
6.751,8.735,6.415,p
5.680,3.051,3.084,n
3.073,2.014,2.004,p
1.559,3.785,4.631,p
3.307,6.027,5.278,n
1.516,5.179,9.471,p
6.987,7.887,0.589,n
1.151,0.407,2.983,p
1.362,0.098,7.587,p
3.668,3.699,0.858,p
5.673,9.290,1.270,n
5.183,2.232,5.559,p
0.352,2.451,3.336,p
1.914,5.025,6.922,p
7.285,1.192,5.545,p
6.333,1.181,7.722,p
2.703,3.067,4.942,p
2.668,7.594,4.514,n
1.678,0.654,7.786,p
2.839,4.074,1.383,p
2.753,2.952,0.750,p
4.048,1.093,4.571,p
5.590,0.006,0.505,p
7.134,8.191,0.617,n
6.119,5.465,6.567,n
3.374,0.624,0.658,p
6.067,1.185,1.201,p
0.527,3.317,5.399,p
2.803,9.943,3.393,n
3.711,3.243,4.080,n
2.863,6.335,0.973,n
2.472,4.145,0.387,p
4.357,7.823,5.941,n
1.035,0.517,5.891,p
8.595,6.403,7.351,n
3.523,8.005,3.164,n
6.491,6.837,9.031,n
4.056,2.133,1.166,p
4.354,2.013,9.991,n
1.839,3.596,8.670,p
4.541,1.818,7.927,p
0.989,6.427,7.444,p
0.343,6.052,8.384,p
5.405,0.152,7.909,p
2.117,1.159,6.476,p
4.791,7.398,0.439,n
8.722,8.241,8.781,n
5.850,9.228,2.601,n
5.062,7.374,5.147,n
9.931,9.691,0.730,n
5.376,4.870,2.830,n
2.468,0.416,7.533,p
6.825,0.311,9.716,p
0.835,2.734,2.608,p
4.350,1.209,3.410,p
1.612,9.530,6.861,n
1.390,5.097,8.234,p
0.563,8.692,7.840,p
3.047,3.476,3.155,p
2.473,0.554,2.928,p
5.818,5.360,8.795,n
4.250,0.110,4.323,p
8.340,7.417,3.583,n
9.095,1.748,8.442,n
4.162,7.834,4.435,p
8.924,7.300,4.737,n
0.741,3.601,9.804,p
1.425,4.051,5.548,p
2.153,9.527,5.463,n
0.643,4.823,4.329,n
5.237,8.693,6.315,n
2.461,0.961,6.010,p
1.857,4.726,7.850,p
1.589,1.425,7.388,p
4.227,6.764,2.436,n
9.634,5.323,1.456,n
5.828,7.677,6.639,p
2.616,2.394,7.010,p
1.441,0.411,7.390,p
3.123,1.451,9.143,p
2.549,0.991,9.299,n
7.615,8.777,4.967,n
3.968,0.787,2.620,p
6.998,1.105,6.870,n
5.734,0.278,7.750,p
4.574,7.364,0.403,p
5.349,3.660,7.425,p
7.836,5.056,8.648,n
2.977,1.869,6.826,p
0.660,3.093,4.345,p
0.095,3.769,8.245,p
7.701,8.832,0.178,n
0.866,1.512,9.556,p
2.731,2.161,3.832,p
9.615,3.353,3.768,n
9.032,5.968,0.302,n
4.991,2.344,9.968,p
4.696,2.377,1.833,p
0.059,6.099,7.716,p
4.296,3.072,2.959,n
6.978,6.268,3.828,n
1.933,0.685,7.147,p
5.879,1.689,8.489,p
0.780,6.783,1.040,p
8.698,0.417,8.986,n
8.348,3.136,8.534,n
9.328,9.758,4.061,n
1.792,5.971,4.975,p
2.774,4.366,4.455,p
1.427,5.377,5.447,p
8.427,7.377,2.219,n
5.504,9.296,0.754,n
7.596,4.984,9.364,n
9.500,8.304,9.334,n
0.721,3.063,3.514,p
4.564,2.002,4.321,p
1.370,0.160,2.758,p
5.493,0.464,4.303,p
3.140,3.645,6.681,p
7.953,9.822,0.567,n
2.508,1.278,3.922,p
5.430,9.519,3.436,n
1.358,3.744,4.446,p
1.911,5.849,6.064,p
2.697,7.909,3.525,n
0.826,1.513,2.829,n
0.098,0.520,1.473,p
0.855,3.393,2.795,p
8.315,3.355,4.855,n
5.638,7.830,5.724,p
5.542,2.482,2.200,n
7.394,5.610,1.883,n
2.097,4.434,7.994,p
3.529,4.156,5.277,p
4.698,8.416,0.090,n
3.723,4.932,8.297,n
9.952,9.914,4.039,n
4.108,0.430,0.210,p
9.164,3.494,7.568,n
6.211,2.528,2.866,n
3.841,0.213,5.281,p
4.721,8.053,1.761,n
2.105,2.330,8.292,p
0.771,4.578,2.309,p
7.984,0.639,6.896,n
8.047,9.088,5.907,n
4.852,0.540,3.517,p
8.483,5.034,9.852,n
9.762,5.340,7.445,n
5.537,6.065,1.212,n
9.060,2.421,5.347,n
1.820,1.002,6.753,p
6.106,0.723,4.307,p
6.103,0.903,7.970,p
7.645,7.944,5.477,n
9.877,3.985,3.833,n
1.974,0.578,9.078,p
0.332,1.701,0.530,p
3.127,7.294,7.053,p
9.228,4.963,5.812,n
6.684,4.475,7.334,n
4.275,0.421,2.955,n
0.646,2.825,6.820,p
0.748,1.680,7.342,p
6.159,3.506,3.725,n
1.632,4.366,4.303,p
5.114,2.080,8.089,p
6.781,0.535,4.114,p
0.063,1.789,4.218,p
2.755,1.690,5.454,p
1.866,1.106,2.613,p
1.892,4.106,7.935,p
3.337,3.230,6.960,p
9.644,9.534,7.162,n
5.799,5.310,8.076,n
2.202,3.244,1.994,p
2.558,7.045,3.648,n
5.981,2.220,1.176,n
2.135,5.951,4.745,n
7.567,2.144,3.206,n
4.167,6.033,5.841,n
1.648,9.898,7.155,p
2.503,2.855,1.101,p
8.137,1.641,2.715,n
9.149,6.796,7.439,n
0.687,3.749,0.809,p
3.512,0.874,5.572,p
7.672,1.328,7.503,p
2.842,4.863,8.344,n
7.814,2.134,6.017,n
3.267,5.285,0.358,n
6.932,0.903,4.521,p
6.396,7.252,7.838,n
